,Name,Age,Nationality,Overall,Potential,Height,Weak.Foot
13202,I. Escobar,22,Argentina,62,69,152.4,2
13203,Pepê,20,Brazil,62,75,152.4,3
13204,D. Johnson,19,England,62,78,182.88,2
13205,L. Gil,24,United States,62,67,152.4,3
13206,B. Haunstrup,21,England,62,73,152.4,2
13207,Lee Dong Su,24,Korea Republic,62,69,182.88,3
13208,Q. Bena,20,France,62,72,182.88,4
13209,H. Türkmen,20,Turkey,62,71,182.88,3
13210,B. Kyere,23,Ghana,62,69,182.88,3
13211,L. Pintor,17,France,62,83,152.4,3
13212,Eric García,17,Spain,62,82,182.88,3
13213,A. Solano,20,Colombia,62,72,152.4,3
13214,C. Harold,25,Australia,62,63,152.4,3
13215,I. Gelios,26,Greece,62,66,182.88,3
13216,D. Kudła,26,Poland,62,66,182.88,2
13217,Lee Sang Ki,22,Korea Republic,62,70,152.4,3
13218,W. Omsberg,22,United States,62,72,182.88,2
13219,B. Schwarz,31,Germany,62,62,152.4,3
13220,R. Koczor,29,Germany,62,63,182.88,2
13221,T. Cicek,26,Turkey,62,65,152.4,3
13222,A. Mehring,24,Argentina,62,70,182.88,2
13223,M. Briceño,22,Chile,62,73,152.4,4
13224,P. Hellquist,27,Sweden,62,63,182.88,3
13225,L. Dennis,25,England,62,65,182.88,4
13226,M. Baude,28,Germany,62,62,152.4,2
13227,L. Moneta,24,Poland,62,66,152.4,2
13228,S. Hyodo,32,Japan,62,62,152.4,3
13229,S. Økland,25,Norway,62,66,152.4,3
13230,L. Sapela,35,Poland,62,62,182.88,3
13231,J. Tell,21,France,62,71,182.88,3
13232,A. Altuna,26,Argentina,62,65,182.88,3
13233,A. Rizzo,21,Italy,62,72,152.4,3
13234,L. Thomas,19,England,62,76,152.4,2
13235,R. Schlegel,21,Argentina,62,74,182.88,2
13236,D. Montoya,22,Colombia,62,69,152.4,3
13285,Lee Min Gi,25,Korea Republic,62,66,152.4,4
13286,C. Maloney,23,United States,62,67,152.4,2
13287,A. Taylor-Sinclair,27,Scotland,62,63,182.88,3
13288,R. Al Ebrahim,24,Saudi Arabia,62,68,152.4,3
13289,B. Castrillon,19,Colombia,62,80,152.4,2
13290,Kim Kyung Jung,27,Korea Republic,62,62,152.4,3
13291,S. Cibois,20,France,62,79,182.88,3
13292,M. Hiller,21,Germany,62,69,182.88,3
13293,D. Kopacz,19,Poland,62,77,152.4,3
13294,H. Massengo,16,France,62,75,152.4,3
13295,Jo Jae Cheol,32,Korea Republic,62,62,152.4,3
13296,M. Schimpelsberger,27,Austria,62,62,152.4,3
13297,M. Juel Andersen,20,Denmark,62,73,182.88,3
13298,F. Cobos,25,Argentina,62,67,152.4,3
13299,D. van der Heijden,21,Netherlands,62,72,182.88,2
13300,P. Soiri,23,Finland,62,68,182.88,3
13301,J. Yeboah,18,Germany,62,83,152.4,3
13302,M. Taylor,36,England,62,62,152.4,3
13303,O. Zawada,22,Poland,62,67,182.88,3
13304,L. Ndukwu,19,England,62,77,152.4,5
13305,M. Mudryk,17,Ukraine,62,84,152.4,3
13306,V. Belon,23,France,62,67,152.4,2
13307,Callejón,20,Spain,62,74,182.88,3
13308,R. Edwards,24,Australia,62,65,152.4,2
13309,A. Khrees,27,Saudi Arabia,62,62,152.4,4
13310,O. Hawsawi,24,Saudi Arabia,62,66,152.4,3
13311,M. Owusu,23,Germany,62,69,182.88,3
13312,L. Hurtado,23,Colombia,62,69,152.4,3
13313,F. Ibargüen,24,Colombia,62,69,182.88,3
13314,A. Boniotti,23,Italy,62,67,152.4,3
13315,Y. Kobayashi,32,Japan,62,62,152.4,3
13316,A. Porcino,23,Italy,62,71,152.4,2
13317,G. MacKenzie,32,Scotland,62,62,182.88,2
13318,Pedro López,21,Spain,62,73,152.4,3
13319,J. Livolant,20,France,62,75,152.4,3
13320,D. Avdić,29,Sweden,62,62,182.88,3
13321,Zhu Baojie,28,China PR,62,62,152.4,3
13322,P. Mingoia,26,England,62,62,152.4,4
13323,J. Hernández,23,Mexico,62,65,152.4,3
13324,A. Poulsen,18,Denmark,62,77,182.88,3
13325,C. Butcher,27,England,62,63,182.88,3
13326,S. Antonio,23,Switzerland,62,70,182.88,3
13327,D. Santa,26,Colombia,62,64,152.4,3
13328,H. Ishige,23,Japan,62,67,152.4,4
13329,M. Woolford,32,England,62,62,182.88,3
13330,C. Højer Nielsen,23,Denmark,62,69,182.88,2
13331,Yeo Seong Hae,30,Korea Republic,62,62,182.88,3
13332,E. Ortega,21,Mexico,62,72,152.4,3
13333,M. Fritz,24,Germany,62,66,182.88,4
13334,E. Valla Dønnem,27,Norway,62,62,182.88,3
13335,G. Asís,22,Argentina,62,73,152.4,3
13336,L. Abdulahi,22,Netherlands,62,70,152.4,3
13337,N. Townsend,23,England,62,69,152.4,2
13338,J. Sinclair,21,England,62,73,152.4,4
13339,B. Al Mutairi,28,Saudi Arabia,62,62,152.4,3
13340,Sillero,20,Spain,62,74,152.4,2
13341,A. Gryszkiewicz,18,Poland,62,75,182.88,3
13342,Jon Bakero,21,Spain,62,69,182.88,4
13343,Gao Di,28,China PR,62,62,152.4,3
13344,R. Charles-Cook,24,England,62,65,182.88,3
13345,Kim Do Hyung,27,Korea Republic,62,62,152.4,3
13346,D. Mazzocco,22,Italy,62,67,182.88,3
13347,J. Koutroumbis,20,Australia,62,72,182.88,3
13348,J. Pretel,23,Colombia,62,68,152.4,3
13349,Guerrero,20,Spain,62,70,152.4,2
13350,K. Nowak,23,Poland,62,66,152.4,3
13351,J. Kade,19,Germany,62,79,152.4,2
13352,W. Miller,22,England,62,71,152.4,2
13353,B. Šerbečić,20,Bosnia Herzegovina,62,76,182.88,2
13354,G. Fuentes,21,Colombia,62,71,152.4,3
13355,J. Coppens,27,Belgium,62,64,182.88,3
13356,L. Maniero,23,Italy,62,68,182.88,3
13357,S. Antonijevic,29,United States,62,62,182.88,2
13358,J. Zwarts,19,Netherlands,62,77,182.88,3
13359,Sun Shilin,29,China PR,62,62,152.4,3
13360,L. Rodríguez,23,Colombia,62,68,182.88,2
13361,R. Fergonzi,29,Argentina,62,62,152.4,3
13362,M. Makasi,22,England,62,69,152.4,3
13363,A. Pelvas,29,Finland,62,62,152.4,3
13364,T. Rocha,24,United States,62,67,152.4,3
13365,H. Suárez,24,Colombia,62,70,152.4,3
13366,A. Oviedo,22,Paraguay,62,69,152.4,3
13367,M. Carraro,20,Italy,62,76,182.88,4
13368,Hugo Duro,18,Spain,62,75,152.4,3
13369,Cao Yang,36,China PR,62,62,182.88,2
13370,K. McHattie,24,Scotland,62,67,152.4,2
13371,N. Pelaitay,25,Argentina,62,68,152.4,3
13372,U. Torres,20,Mexico,62,73,152.4,3
13373,Javi Mier,19,Spain,62,76,152.4,3
13374,D. Facchin,31,Italy,62,62,182.88,2
13375,J. Turnbull,23,England,62,70,182.88,2
13376,J. Manns,22,Sweden,62,64,152.4,2
13377,D. Al Qarni,29,Saudi Arabia,62,62,152.4,2
13378,D. Erdoğan,21,Turkey,62,73,182.88,3
13379,J. Eiswohld,28,Sweden,62,63,182.88,3
13380,K. Sarkodie,27,United States,62,63,152.4,3
13381,B. Garmston,24,Republic of Ireland,62,64,152.4,2
13382,M. Cubillos,22,Chile,62,69,152.4,3
13383,H. Cornick,23,England,62,70,152.4,3
13384,Ernest Forgás,24,Spain,62,66,182.88,3
13385,K. Appin,20,France,62,73,152.4,3
13386,Abenza,22,Spain,62,69,182.88,3
13387,D. Schütz,27,Austria,62,62,152.4,3
13388,H. Shaian,29,Saudi Arabia,62,62,182.88,2
13389,Yun Sang Ho,26,Korea Republic,62,63,152.4,3
13390,P. Caddis,30,Scotland,62,62,152.4,2
13391,I. Diallo,19,France,62,79,152.4,3
13392,M. Sak,28,Turkey,62,62,182.88,2
13393,C. Halkett,23,Scotland,62,70,182.88,3
13394,S. Al Masrahi,31,Saudi Arabia,62,62,182.88,3
13395,C. Ogbene,21,Republic of Ireland,62,72,152.4,4
13396,C. Cisternas,32,Chile,62,62,152.4,3
13397,D. Sugimoto,24,Japan,62,66,182.88,2
13398,L. Lapoussin,22,France,62,69,152.4,3
13399,Nam Seung Woo,26,Korea Republic,62,64,152.4,3
13400,C. Sibbald,23,Scotland,62,68,152.4,3
13401,A. Sánchez,19,Mexico,62,73,182.88,3
13402,Y. Tasaka,32,Japan,62,62,152.4,4
13403,N. Estévez,22,Argentina,62,70,182.88,3
13404,T. Siedschlag,30,Germany,62,62,152.4,3
13405,D. Mullen,23,Scotland,62,66,152.4,4
13406,C. Clements,28,England,62,62,152.4,4
13407,K. Wilson,18,England,62,74,152.4,3
13408,B. Kraev,21,Bulgaria,62,69,182.88,3
13409,F. Baise,38,Hong Kong,62,62,152.4,3
13410,D. Grubb,26,England,62,62,182.88,3
13411,K. Roos,26,Netherlands,62,66,182.88,4
13412,Longchang Lin,28,China PR,62,62,182.88,2
13413,A. Mosquera,30,Colombia,62,62,182.88,3
13414,T. Yokoyama,33,Japan,62,62,182.88,3
13415,J. Segre,21,Italy,62,71,182.88,3
13416,M. O'Brien,25,Republic of Ireland,62,65,152.4,2
13417,J. Clisby,26,Australia,62,64,152.4,3
13418,H. Anderson,21,England,62,73,152.4,3
13419,Kike,18,Spain,62,72,182.88,2
13420,C. Akas,24,Nigeria,62,69,182.88,2
13421,M. Thorbjörnsson,30,Sweden,62,62,182.88,2
13422,A. Al Zubaidi,25,Saudi Arabia,62,67,182.88,3
13423,M. Kühne,30,Germany,62,62,152.4,3
13424,T. Majrashi,27,Saudi Arabia,62,62,152.4,4
13425,M. Ofkir,21,Norway,62,70,152.4,3
13426,A. Amaya,17,Colombia,62,82,152.4,3
13427,Du Zhenyu,35,China PR,62,62,152.4,2
13428,C. Raglan,25,England,62,64,182.88,3
13429,D. Wright,23,England,62,69,152.4,4
13430,W. Pérez,19,Argentina,62,77,152.4,2
13431,B. Utvik,22,Norway,62,69,182.88,3
13432,E. Torres,20,Mexico,62,72,152.4,3
13433,A. Tabanelli,28,Italy,62,62,182.88,3
13434,A. Berzel,26,Germany,62,64,182.88,3
13435,J. Cranston,24,Wales,62,67,152.4,2
13436,C. Stefańczyk,34,Poland,62,62,182.88,2
13437,M. Gómez,21,Colombia,62,76,152.4,3
13438,Fachendinho,26,Brazil,62,62,152.4,3
13439,Y. van Osch,21,Netherlands,62,74,182.88,3
13440,Lin Chuangyi,25,China PR,62,66,152.4,3
13441,Yago,21,Brazil,62,76,152.4,3
13442,S. van der Lei,25,Netherlands,62,68,182.88,3
13443,M. Austin,27,Australia,62,62,182.88,3
13444,W. Balikwisha,19,Belgium,62,75,152.4,3
13445,M. Piątkowski,33,Poland,62,62,182.88,3
13446,H. Löfkvist,23,Sweden,62,68,182.88,2
13447,B. N'Gala,28,England,62,62,182.88,2
13448,N. Gjorgjev,20,FYR Macedonia,62,72,152.4,3
13449,I. Anthony,20,Nigeria,62,68,182.88,3
13450,J. Delétraz,32,France,62,62,152.4,3
13451,K. Junker,24,Denmark,62,67,182.88,3
13452,F. Ortega,19,Argentina,62,78,152.4,2
13453,Josep Martínez,20,Spain,62,75,182.88,3
13454,S. Barratt,22,England,62,67,182.88,3
13455,O. Rodas,31,Colombia,62,62,152.4,3
13456,B. Lozano,21,Mexico,62,74,152.4,4
13457,I. Wadji,23,Senegal,62,71,152.4,3
13458,Liu Weidong,31,China PR,62,62,152.4,3
13459,B. Prokopič,30,Austria,62,62,152.4,3
13460,M. Gardawski,27,Germany,62,62,152.4,2
13461,T. King,23,England,62,70,182.88,3
13462,P. Sarr,25,Senegal,62,65,152.4,3
13463,N. Bustos,19,Argentina,62,79,152.4,2
13464,M. Bauer,23,Germany,62,67,152.4,4
13465,Javi Alonso,19,Spain,62,78,182.88,3
13466,H. Hosogai,32,Japan,62,62,152.4,4
13467,A. Iniestra,22,Mexico,62,72,152.4,3
13468,N. Holland,20,England,62,77,152.4,4
13469,P. Nguinda,22,France,62,69,182.88,2
13470,K. Brünker,24,Germany,62,69,182.88,3
13471,A. Collin,33,England,62,62,182.88,2
13472,A. Al Shamekh,25,Saudi Arabia,62,67,152.4,3
13473,R. Delaney,21,Republic of Ireland,62,72,182.88,2
13474,K. Yamamoto,28,Japan,62,62,152.4,3
13475,S. Nakahara,24,Japan,62,66,152.4,3
13476,S. Ingolitsch,21,Austria,62,68,152.4,2
13477,L. D'Ath,25,England,62,64,152.4,3
13478,Tiagildo Serra,30,Brazil,62,62,152.4,3
13479,S. Rasswalder,31,Austria,62,62,152.4,3
13480,J. Esquivel,20,Mexico,62,73,152.4,3
13481,F. Baak,19,Germany,62,73,182.88,3
13482,Zhang Chiming,29,China PR,62,62,152.4,3
13483,R. Pillot,27,France,62,64,182.88,2
13484,S. Kavanagh,24,Republic of Ireland,62,66,152.4,3
13485,S. Nattestad,23,Faroe Islands,62,68,182.88,3
13486,T. Broadbent,26,England,62,62,182.88,3
13487,M. Bottani,27,Switzerland,62,62,152.4,3
13488,Feng Zhuoyi,29,China PR,62,62,182.88,3
13489,A. Falch,26,Norway,62,67,182.88,3
13490,K. Ono,28,Japan,62,62,152.4,2
13491,H. Kawabe,22,Japan,62,71,152.4,3
13492,R. Rabeï,23,France,62,68,152.4,3
13493,D. Duarte,33,Mexico,62,62,152.4,3
13494,R. Hutton,19,England,62,74,152.4,2
13495,J. Torres,18,United States,62,75,152.4,3
13496,B. Bye,22,United States,62,69,182.88,3
13497,J. Iritier,23,Argentina,62,68,152.4,2
13498,P. López,20,Mexico,62,75,152.4,3
13499,L. Salas,20,Chile,62,74,152.4,4
13500,L. Young,28,England,62,62,152.4,2
13501,D. Bachmann,23,Austria,62,70,182.88,3
13502,D. Olsson,23,Sweden,62,68,182.88,2
13503,S. Nkansah,22,Germany,62,71,182.88,3
13504,R. Brewster,18,England,62,84,152.4,3
13505,V. Méndez,18,Chile,62,72,152.4,3
13506,M. Veloso,26,Switzerland,62,63,152.4,3
13507,Y. Arquin,30,France,62,62,182.88,3
13508,M. Jelavić,24,Croatia,62,65,182.88,4
13509,A. Edathodika,31,India,62,62,182.88,3
13510,Luis Perea,20,Spain,62,75,182.88,3
13511,J. Villalba,19,Paraguay,62,77,152.4,3
13512,Perera,21,Spain,62,73,182.88,3
13513,E. Kane,23,Senegal,62,71,182.88,3
13514,Carlitos,25,Portugal,62,65,152.4,3
13515,B. Mwila,24,Zambia,62,66,182.88,3
13516,S. Pittman,25,Scotland,62,65,152.4,3
13517,E. Bajrami,30,Sweden,62,62,152.4,2
13518,R. Duffy,32,Wales,62,62,152.4,3
13519,J. Karlström,23,Sweden,62,68,182.88,3
13520,Li Tixiang,28,China PR,62,62,152.4,3
13521,L. Watkowiak,22,Germany,62,68,182.88,3
13522,O. Sangante,27,Senegal,62,63,182.88,3
13523,G. Buckley,24,Republic of Ireland,62,65,182.88,3
13524,K. Jakob,20,Germany,62,76,182.88,3
13525,Dani Sandoval,20,Spain,62,80,152.4,3
13526,D. Sosa,26,Argentina,62,62,152.4,3
13527,S. Sprangler,23,Austria,62,68,182.88,3
13528,T. Schmidt,24,Germany,62,64,152.4,4
13529,I. Chenihi,28,Algeria,62,62,152.4,3
13530,L. Shephard,23,Wales,62,66,152.4,2
13531,K. Dirks Riis,21,Denmark,62,74,182.88,3
13532,N. Freeman,22,England,62,68,152.4,3
13533,B. Garratt,24,England,62,69,182.88,2
13534,H. White,23,England,62,69,182.88,3
13535,Sui Weijie,35,China PR,62,62,182.88,3
13536,S. Mvibudulu,25,DR Congo,62,64,182.88,3
13537,M. Degerlund,20,Sweden,62,69,182.88,3
13538,M. Al Enazi,34,Saudi Arabia,62,62,152.4,4
13539,J. Delem,25,France,62,67,152.4,3
13540,André Anderson,18,Brazil,62,79,152.4,3
13541,F. Stritzel,24,Germany,62,67,182.88,3
13542,W. Al Anazi,23,Saudi Arabia,62,69,152.4,3
13543,W. Jobello,24,France,62,67,152.4,3
13544,Luo Xin,28,China PR,62,63,182.88,2
13545,M. Green,31,England,62,62,182.88,4
13546,T. David,21,Netherlands,62,68,152.4,2
13547,A. Danek,23,Poland,62,68,152.4,3
13548,F. Mussa,22,Tanzania,62,72,152.4,3
13549,G. Bolger,29,Republic of Ireland,62,62,152.4,3
13550,G. Glendon,23,England,62,65,152.4,2
13551,D. Caicedo,18,Colombia,62,83,152.4,3
13552,D. Oduro,32,Ghana,62,62,182.88,1
13553,M. Maphangule,26,South Africa,62,63,152.4,2
13554,J. Sheehan,23,Wales,62,69,152.4,3
13555,Jesús Jiménez,24,Spain,62,65,182.88,3
13556,G. Traoré,18,France,62,75,152.4,2
13557,Lee Hyun Woong,30,Korea Republic,62,62,152.4,3
13558,T. Drage,26,Norway,62,63,152.4,3
13559,L. Dajaku,17,Germany,62,82,152.4,4
13560,Y. Al Musallam,31,Saudi Arabia,62,62,182.88,3
13561,Rayco,21,Spain,62,71,152.4,3
13562,Han Hee Hoon,27,Korea Republic,62,63,182.88,3
13563,H. Muñoz,23,Mexico,62,67,152.4,2
13564,B. Badiashile,17,France,62,80,182.88,3
13565,C. Porter,34,England,62,62,182.88,4
13566,R. Kitto,23,Australia,62,66,182.88,3
13567,N. Taravel,23,France,62,68,182.88,2
13568,Y. Verschaeren,16,Belgium,62,83,152.4,3
13569,L. Wilkinson,26,England,62,63,182.88,2
13570,M. Osores,21,Argentina,62,72,182.88,2
13571,M. Gueye,20,Senegal,62,71,182.88,3
13572,I. Bermingham,29,Republic of Ireland,62,62,152.4,3
13573,M. Demetriou,28,England,62,63,152.4,3
13574,N. McGinley,21,England,62,69,182.88,3
13575,N. Shipnoski,20,Germany,62,74,182.88,3
13576,J. Murray,22,Australia,62,69,152.4,4
13577,J. Mauersberger,33,Germany,62,62,182.88,3
13578,S. Ambri,20,France,62,73,152.4,3
13579,R. Sattelmaier,30,Germany,62,62,182.88,3
13580,H. Gjesdal,24,Norway,62,68,182.88,2
13581,Yang Shanping,30,China PR,62,62,182.88,2
13582,M. Pode,32,Sweden,62,62,182.88,3
13583,N. Stierlin,18,Germany,62,76,182.88,3
13584,A. Startsev,24,Kazakhstan,62,65,152.4,3
13585,D. Petrovic,25,Serbia,62,67,182.88,3
13586,C. Daniel,30,England,62,62,152.4,2
13587,J. Anderson,22,England,62,70,182.88,3
13588,Kim Sang Won,26,Korea Republic,62,62,152.4,3
13589,O. Shenton,20,England,62,75,152.4,3
13590,N. Rinderknecht,20,Germany,62,76,182.88,3
13591,H. Al Habib,23,Saudi Arabia,62,68,182.88,3
13592,J. Díaz,19,Mexico,62,73,152.4,3
13593,N. Díaz,19,Chile,62,73,152.4,2
13594,J. Payne,27,England,62,62,182.88,3
13595,M. Pronichev,18,Russia,62,78,182.88,4
13596,A. Dadakdeniz,18,Turkey,62,75,182.88,3
13597,Li Shuai,23,China PR,62,70,152.4,3
13598,V. Emmersón,22,Congo,62,70,182.88,2
13599,V. Mykolenko,19,Ukraine,62,77,152.4,2
13600,K. Çelik,18,Turkey,62,73,152.4,3
13601,W. Pawłowski,25,Poland,62,65,182.88,3
13602,Du Jia,25,China PR,62,67,182.88,3
13603,J. Knight,20,England,62,75,182.88,2
13604,Samuel,21,Spain,62,74,182.88,3
13605,O. Palmer,26,England,62,63,182.88,3
13606,T. Thomas,22,England,62,70,182.88,3
13607,E. Sanhueza,22,Chile,62,70,152.4,2
13608,Y. Guzmán,20,Colombia,62,78,152.4,3
13609,J. Schneider,24,Germany,62,67,152.4,4
13610,M. Albornoz,30,Sweden,62,62,182.88,2
13611,F. Senninger,22,Germany,62,69,152.4,4
13612,E. Ćivić,22,Bosnia Herzegovina,62,70,182.88,3
13613,F. Crisanto,27,Honduras,62,62,152.4,3
13614,J. Gerezgiher,22,Germany,62,69,152.4,3
13615,J. Hoffmann,22,Germany,62,70,152.4,3
13616,G. Alcalá,25,Mexico,62,67,152.4,2
13617,A. Almendra,18,Argentina,62,81,182.88,2
13618,A. Dźwigała,22,Poland,62,68,182.88,3
13619,A. Kenyon,25,England,62,64,182.88,2
13620,S. Friðjónsson,22,Iceland,62,73,182.88,3
13621,F. Illarregui,21,Argentina,62,72,152.4,3
13622,D. Butler,23,England,62,69,152.4,3
13623,J. Mosquera,21,Colombia,62,74,152.4,3
13624,H. Özkan,20,Turkey,62,72,152.4,3
13625,E. Hewitt,24,Wales,62,69,152.4,3
13626,Joan Sastre,21,Spain,62,71,152.4,3
13627,F. Russo,23,Argentina,62,68,182.88,3
13628,J. Nuttall,21,England,62,74,182.88,3
13629,Hélton Carvalhal,26,Brazil,62,62,182.88,3
13630,A. Rossipal,22,Germany,62,70,182.88,3
13631,Wang Shouting,32,China PR,62,62,182.88,4
13632,C. Montano,26,Colombia,62,62,152.4,3
13633,A. Abang,21,Cameroon,62,69,182.88,2
13634,Seol Tae Soo,23,Korea Republic,62,68,152.4,3
13635,M. Nalepa,23,Poland,62,70,152.4,2
13636,B. Kapacak,18,Turkey,62,77,152.4,3
13637,M. Bülter,25,Germany,62,65,182.88,3
13638,M. Koné,24,France,62,65,182.88,2
13639,Bae Jae Woo,25,Korea Republic,62,66,152.4,3
13640,O. Shaw,20,Scotland,62,77,182.88,3
13641,M. van Kins,19,Netherlands,62,73,182.88,3
13642,N. Thaller,19,Argentina,62,78,182.88,3
13643,Elbis,25,Brazil,62,66,152.4,3
13644,Viti,21,Spain,62,72,152.4,3
13645,M. Kouhyar,20,Afghanistan,62,70,152.4,3
13646,R. Sutton,32,England,62,62,182.88,3
13647,M. Cullen,26,England,62,65,152.4,2
13648,A. Kiwomya,22,England,62,74,152.4,3
13649,J. Sanchez,23,Colombia,62,70,152.4,3
13650,F. Onyeka,20,Nigeria,62,74,182.88,3
13651,C. Krempicki,23,Germany,62,68,152.4,4
13652,Marc Vales,28,Andorra,62,64,182.88,3
13653,F. Rodríguez,22,Switzerland,62,69,152.4,4
13654,I. Lučić,23,Austria,62,69,182.88,3
13655,B. Kukeli,34,Albania,62,62,152.4,3
13656,A. Fisher,28,England,62,62,182.88,3
13657,M. Rodriguez,22,United States,62,74,152.4,3
13658,A. Dávila,19,Uruguay,62,76,152.4,3
13659,K. Mawatari,27,Japan,62,63,152.4,3
13660,D. Hernández,18,Mexico,62,74,152.4,3
13661,Quinti,21,Spain,62,69,182.88,3
13662,I. Ljubić,21,Austria,62,72,182.88,3
13663,C. Arano,23,Bolivia,62,70,182.88,3
13664,F. Barceló,25,Uruguay,62,67,152.4,3
13665,K. Fukai,23,Japan,62,68,152.4,4
13666,H. Sy,22,Mauritania,62,70,152.4,3
13667,J. Odgaard,19,Denmark,62,80,182.88,3
13668,T. Bunmathan,28,Thailand,62,62,152.4,3
13669,M. Willsch,27,Germany,62,62,152.4,3
13670,L. Fomba,20,France,62,76,182.88,2
13671,C. Huérfano,22,Colombia,62,70,152.4,3
13672,I. Govea,21,Mexico,62,71,152.4,3
13673,B. Gladwin,26,England,62,64,182.88,4
13674,Huang Zhengyu,21,China PR,62,75,152.4,3
13675,A. Verdugo,20,Argentina,62,73,152.4,3
13676,V. Slivka,23,Lithuania,62,68,182.88,3
13677,L. Kelly,22,Scotland,62,74,182.88,3
13678,W. Hashimoto,31,Japan,62,62,152.4,2
13679,J. Broh Tonye,21,Italy,62,71,152.4,3
13680,A. Kanté,23,Gambia,62,68,182.88,3
13681,S. Strand,25,Sweden,62,67,152.4,4
13682,Vitinho,18,Brazil,62,76,152.4,3
13683,F. Mayer,20,Germany,62,76,182.88,3
13684,B. Maguire,28,Netherlands,62,62,152.4,4
13685,G. Williams,25,England,62,67,152.4,3
13686,M. Håkansson,25,Sweden,62,65,182.88,3
13687,F. Kohls,23,Germany,62,70,152.4,4
13688,L. Zidane,20,France,62,71,182.88,3
13689,Jeon Hyeon Chul,27,Korea Republic,62,62,152.4,3
13690,J. Weir,22,England,62,70,152.4,2
13691,M. Rose,35,England,62,62,152.4,2
13692,B. Moore,29,England,62,62,152.4,3
13693,D. Mihailovic,19,United States,62,74,152.4,2
13694,G. Zabret,22,Slovenia,62,72,182.88,3
13695,K. Al Kaabi,26,Saudi Arabia,62,63,152.4,3
13696,J. Brown,23,Jamaica,62,69,152.4,3
13697,D. Rosende,32,Chile,62,62,152.4,3
13698,D. Baumgartner,21,Austria,62,70,182.88,2
13699,M. Pantović,21,Serbia,62,70,182.88,3
13700,M. Goncalves,17,France,62,73,152.4,2
13701,J. Branger-Engone,24,Gabon,62,65,182.88,2
13702,R. Renner,24,Austria,62,64,152.4,3
13703,R. Hatsuse,20,Japan,62,74,152.4,4
13704,Y. Tanaka,29,Japan,62,62,152.4,2
13705,R. Droehnle,19,France,62,76,152.4,3
13706,S. McCoulsky,21,England,62,70,182.88,3
13707,F. Dady Ngoy,28,France,62,62,152.4,3
13708,M. Dolan,25,England,62,66,152.4,2
13709,S. Jackson,31,Canada,62,62,152.4,3
13710,D. Oldaker,19,England,62,71,152.4,3
13711,R. Basque,23,France,62,71,182.88,4
13712,Javi Pérez,32,Spain,62,62,152.4,3
13713,C. Ogilvie,22,England,62,71,182.88,2
13714,Z. Elbouzedi,20,Republic of Ireland,62,75,152.4,3
13715,P. Dárdai,19,Germany,62,77,152.4,2
13716,Prendes,21,Spain,62,72,182.88,3
13717,G. Ferrari,21,Argentina,62,74,182.88,2
13718,M. Willock,21,England,62,73,182.88,3
13719,E. Riis Jakobsen,20,Denmark,62,73,182.88,3
13720,S. Coulibaly,22,France,62,73,182.88,3
13721,M. Biamou,27,France,62,62,182.88,2
13722,D. Cardozo,31,Argentina,62,62,152.4,3
13723,E. Seidou,26,France,62,63,182.88,3
13724,S. Ohlsson,25,Sweden,62,67,182.88,2
13725,C. Woodman,35,England,62,62,152.4,3
13726,V. Leikvoll Moberg,27,Norway,62,63,182.88,3
13727,D. Johnson,22,United States,62,69,152.4,2
13728,L. Öhman,26,Sweden,62,65,182.88,2
13729,T. Morishima,21,Japan,62,74,152.4,3
13730,S. Cleveland,24,United States,62,68,182.88,2
13731,U. Nissilä,22,Finland,62,69,152.4,4
13732,J. Thompson,29,England,62,62,182.88,3
13733,João Lopes,22,Brazil,62,68,182.88,4
13734,Lee Jin Hyung,30,Korea Republic,62,62,182.88,2
13735,C. Essers,21,Netherlands,62,67,152.4,2
13736,F. Franks,27,England,62,63,182.88,3
13737,J. Campbell-Ryce,35,Jamaica,62,62,152.4,3
13738,M. Etuin,22,France,62,69,152.4,3
13739,Jung San,29,Korea Republic,62,62,182.88,3
13740,Liu Yu,33,China PR,62,62,182.88,3
13741,C. Hamilton,23,England,62,70,182.88,3
13742,I. McShane,25,Scotland,62,63,152.4,3
13743,Y. Misao,27,Japan,62,65,152.4,3
13744,M. Pribula,32,Slovakia,62,62,152.4,3
13745,J. Grimes,27,England,62,62,182.88,3
13746,E. Nouri,32,Azerbaijan,62,62,152.4,4
13747,J. Murphy,36,Republic of Ireland,62,62,182.88,3
13748,Martí Vilá,19,Spain,62,74,152.4,2
13749,K. Piedrahita,27,United States,62,66,182.88,2
13750,Seo Young Jae,23,Korea Republic,62,70,182.88,3
13751,Y. Songo'o,26,Cameroon,62,64,182.88,2
13752,Lang Zheng,31,China PR,62,62,182.88,2
13753,J. Matt,28,Jamaica,62,62,182.88,3
13754,J. Yates,21,England,62,69,152.4,3
13755,A. Baker,21,Wales,62,73,152.4,2
13756,I. Morales,18,Chile,62,77,152.4,3
13757,M. Verreth,20,Belgium,62,72,152.4,4
13758,Zhu Ting,32,China PR,62,62,152.4,3
13759,E. Bajrami,25,FYR Macedonia,62,63,152.4,4
13760,A. Mangan,31,England,62,62,182.88,3
13761,K. Baccus,20,Australia,62,72,152.4,3
13762,T. Antalyalı,23,Turkey,62,67,152.4,2
13763,S. Takahashi,26,Japan,62,64,152.4,3
13764,A. Ramsdale,20,England,62,76,182.88,2
13765,S. Sørli,22,Norway,62,68,152.4,1
