,Name,Age,Club,Overall,Potential,Height,Nationality
1281,C. Kerbrat,31,En Avant de Guingamp,76,76,1.8542,France
1282,L. Teodorczyk,27,Udinese,76,77,1.8796,Poland
1283,Alexo Baia,30,Cruzeiro,76,76,1.7526,Brazil
1284,David Seijalbo,34,Cruzeiro,76,76,1.7526,Brazil
1285,N. Nández,22,Boca Juniors,76,85,1.7272,Uruguay
1286,L. Rupp,27,TSG 1899 Hoffenheim,76,76,1.778,Germany
1287,Jordi Amat,26,Rayo Vallecano,76,80,1.8542,Spain
1288,W. Caballero,36,Chelsea,76,76,1.8542,Argentina
1289,F. Di Francesco,24,Sassuolo,76,79,1.7018,Italy
1290,O. El Kaddouri,27,PAOK,76,76,1.8542,Morocco
1291,T. Rogić,25,Celtic,76,79,1.8796,Australia
1292,G. Töre,26,Beşiktaş JK,76,77,1.7526,Turkey
1293,M. Destro,27,Bologna,76,76,1.778,Italy
1294,Josué,27,Akhisar Belediyespor,76,76,1.7526,Portugal
1295,A. Bizzarri,40,Foggia,76,76,1.8796,Argentina
1296,Ki Sung Yueng,29,Newcastle United,76,76,1.8796,Korea Republic
1297,H. Onyekuru,21,Galatasaray SK,76,86,1.7526,Nigeria
1298,N. Pépé,23,LOSC Lille,76,84,1.8288,Ivory Coast
1299,Matheus Pereira,22,1. FC Nürnberg,76,83,1.7526,Brazil
1300,Y. Salibur,27,AS Saint-Étienne,76,76,1.778,France
1301,E. Vargas,28,Tigres U.A.N.L.,76,76,1.7526,Chile
1302,L. Magallán,24,Boca Juniors,76,83,1.8542,Argentina
1303,Danny,34,Clube Sport Marítimo,76,76,1.778,Portugal
1304,C. Hérelle,25,OGC Nice,76,80,1.8796,France
1305,E. Mangala,27,Manchester City,76,78,1.8796,France
1306,O. Selnæs,23,AS Saint-Étienne,76,80,1.8796,Norway
1307,Víctor Vázquez,31,Toronto FC,76,76,1.7526,Spain
1308,Diego Mariño,28,Real Sporting de Gijón,76,77,1.8796,Spain
1309,Carles Planas,27,Girona FC,76,77,1.7272,Spain
1310,G. Fernández,26,Racing Club,76,77,1.778,Argentina
1311,Soldado,33,Fenerbahçe SK,76,76,1.8034,Spain
1312,A. Ekdal,28,Sampdoria,76,76,1.8542,Sweden
1313,Gedson Fernandes,19,SL Benfica,76,86,1.8034,Portugal
1314,M. Darmian,28,Manchester United,76,76,1.8288,Italy
1315,N. Chalobah,23,Watford,76,81,1.8542,England
1316,R. Pizarro,24,Monterrey,76,82,1.7272,Mexico
1317,André Simões,28,AEK Athens,76,76,1.778,Portugal
1318,S. Tshabalala,33,BB Erzurumspor,76,76,1.7018,South Africa
1319,L. Rossettini,33,Chievo Verona,76,76,1.8796,Italy
1320,F. Viviani,26,SPAL,76,79,1.8034,Italy
1321,M. de Roon,27,Atalanta,76,76,1.8542,Netherlands
1322,Rubén Duarte,22,Deportivo Alavés,76,81,1.8034,Spain
1323,Y. Ōsako,28,SV Werder Bremen,76,76,1.8288,Japan
1324,Gil,31,Shandong Luneng TaiShan FC,76,76,1.9304,Brazil
1325,A. Ruiz,24,Club Atlético Colón,76,79,1.8288,Argentina
1326,P. van Aanholt,27,Crystal Palace,76,76,1.7526,Netherlands
1327,S. Meïté,24,Torino,76,79,1.8796,France
1328,K. Dolberg,20,Ajax,76,85,1.8796,Denmark
1329,Juli Freitinho,30,Bahia,76,76,1.9304,Brazil
1330,L. Vietto,24,Fulham,76,80,1.7272,Argentina
1331,A. Izzo,26,Torino,76,81,1.8288,Italy
1332,A. Paloschi,28,SPAL,76,76,1.8288,Italy
1333,G. Gönül,33,Beşiktaş JK,76,76,1.7526,Turkey
1334,Llorente,33,Tottenham Hotspur,76,76,1.9304,Spain
1335,J. Morel,34,Olympique Lyonnais,76,76,1.7526,Madagascar
1336,G. Kakuta,27,Rayo Vallecano,76,76,1.7272,DR Congo
1337,João Pedro,26,Cagliari,76,79,1.8288,Brazil
1338,S. García,29,Deportivo Toluca,76,76,1.905,Argentina
1339,Eltildo Correia,26,Atlético Mineiro,76,76,1.8796,Brazil
1340,Kenedy,22,Newcastle United,76,84,1.8288,Brazil
1341,M. Moralez,31,New York City FC,76,76,1.5748,Argentina
1342,N. Vukčević,26,Levante UD,76,79,1.8288,Montenegro
1343,F. Borini,27,Milan,76,76,1.8034,Italy
1344,I. Sarr,20,Stade Rennais FC,76,87,1.8542,Senegal
1345,C. Clark,28,Newcastle United,76,77,1.8542,Republic of Ireland
1346,Mata,29,Getafe CF,76,76,1.8796,Spain
1347,M. Albrighton,28,Leicester City,76,76,1.7526,England
1348,A. Gray,27,Watford,76,77,1.8034,England
1349,F. Guarín,32,Shanghai Greenland Shenhua FC,76,76,1.8288,Colombia
1350,Yoel,29,Real Valladolid CF,76,76,1.8542,Spain
1351,J. Cuadrado,33,Once Caldas,76,76,1.8034,Colombia
1352,S. Widmer,25,FC Basel 1893,76,78,1.8288,Switzerland
1353,B. Dzsudzsák,31,,76,76,1.778,Hungary
1354,P. Mantalos,26,AEK Athens,76,77,1.7526,Greece
1355,S. Proto,35,Lazio,76,76,1.8288,Belgium
1356,A. Mehmedi,27,VfL Wolfsburg,76,76,1.8288,Switzerland
1357,Pablo,27,FC Girondins de Bordeaux,76,77,1.8796,Brazil
1358,I. Slimani,30,Fenerbahçe SK,76,76,1.8796,Algeria
1359,C. Erkin,29,Beşiktaş JK,76,76,1.8034,Turkey
1360,D. Chygrynskyi,31,AEK Athens,76,76,1.8796,Ukraine
1361,Beto,36,Göztepe SK,76,76,1.8288,Portugal
1362,A. Samaris,29,SL Benfica,76,76,1.8796,Greece
1363,G. Lapadula,28,Genoa,76,76,1.778,Italy
1364,Dênildo Stein,30,Cruzeiro,76,76,1.8034,Brazil
1365,S. Padt,28,FC Groningen,76,78,1.9812,Netherlands
1366,S. Taïder,26,Montreal Impact,76,76,1.8034,Algeria
1367,F. Klaus,25,VfL Wolfsburg,76,77,1.8034,Germany
1368,H. Nordtveit,28,TSG 1899 Hoffenheim,76,77,1.8796,Norway
1369,L. Zuffi,28,FC Basel 1893,76,77,1.8034,Switzerland
1370,Emilio Piodão,26,Bahia,76,76,1.778,Brazil
1371,S. Zuber,26,TSG 1899 Hoffenheim,76,77,1.8288,Switzerland
1372,J. Palomino,28,Atalanta,76,78,1.8796,Argentina
1373,Y. Mutō,25,Newcastle United,76,79,1.778,Japan
1374,J. Altidore,28,Toronto FC,76,76,1.8288,United States
1375,M. Barbosa,33,Villarreal CF,76,76,1.8796,Argentina
1376,G. Laborde,24,Montpellier HSC,76,81,1.8034,France
1377,P. Baysse,30,Stade Malherbe Caen,76,76,1.8288,France
1378,Eric Botteghin,30,Feyenoord,76,76,1.905,Brazil
1379,Iván Alejo,23,Getafe CF,76,81,1.8288,Spain
1380,S. Blanco,30,Portland Timbers,76,76,1.6764,Argentina
1381,Thiago Mendes,26,LOSC Lille,76,79,1.778,Brazil
1382,D. Brosinski,29,1. FSV Mainz 05,76,76,1.778,Germany
1383,T. Monconduit,27,Amiens SC,76,78,1.8288,France
1384,Andrés Fernández,31,Villarreal CF,76,76,1.8796,Spain
1385,Eraso,28,CD Leganés,76,76,1.8034,Spain
1386,S. Hanni,27,Spartak Moscow,76,77,1.778,Algeria
1387,M. Konaté,25,Amiens SC,76,80,1.8288,Senegal
1388,C. Théréau,35,Fiorentina,76,76,1.8796,France
1389,A. Donatti,31,Racing Club,76,76,1.9304,Argentina
1390,T. Jedvaj,22,Bayer 04 Leverkusen,76,83,1.8288,Croatia
1391,Pedro Henrique,25,Vitória Guimarães,76,81,1.905,Brazil
1392,J. Briand,32,FC Girondins de Bordeaux,76,76,1.8034,France
1393,F. Lustenberger,30,Hertha BSC,76,76,1.8034,Switzerland
1394,J. Ayew,26,Crystal Palace,76,76,1.8288,Ghana
1395,S. Sanogo,29,BSC Young Boys,76,76,1.8288,Ivory Coast
1396,R. Thomas,30,Angers SCO,76,76,1.9304,France
1397,Rafael Cachoira,30,Paraná,76,76,1.8796,Brazil
1398,N. Sansone,26,Villarreal CF,76,77,1.7526,Italy
1399,E. Bičakčić,28,TSG 1899 Hoffenheim,76,76,1.8542,Bosnia Herzegovina
1400,J. Veltman,26,Ajax,76,77,1.8288,Netherlands
1401,A. Knockaert,26,Brighton & Hove Albion,76,76,1.7272,France
1402,Douglas Santos,24,Hamburger SV,76,80,1.7526,Brazil
1403,S. Bocchetti,31,Spartak Moscow,76,76,1.8542,Italy
1404,M. Dembélé,21,Olympique Lyonnais,76,85,1.8288,France
1405,E. Valencia,28,Tigres U.A.N.L.,76,76,1.778,Ecuador
1406,F. Mollet,26,Montpellier HSC,76,77,1.7018,France
1407,D. Dumfries,22,PSV,76,81,1.8796,Netherlands
1408,Koo Ja Cheol,29,FC Augsburg,76,76,1.8288,Korea Republic
1409,A. Petagna,23,SPAL,76,81,1.905,Italy
1410,De Tomás,23,Rayo Vallecano,76,83,1.8034,Spain
1411,E. Balanta,25,FC Basel 1893,76,82,1.8034,Colombia
1412,T. Koubek,25,Stade Rennais FC,76,79,1.9812,Czech Republic
1413,J. Allen,28,Stoke City,76,76,1.6764,Wales
1414,Alan Carvalho,28,Guangzhou Evergrande Taobao FC,76,76,1.8288,Brazil
1415,S. Ristovski,26,Sporting CP,76,77,1.8034,FYR Macedonia
1416,Maicón,28,Antalyaspor,76,76,1.8288,Brazil
1417,D. Quintero,30,Minnesota United FC,76,76,1.651,Colombia
1418,P. Højbjerg,22,Southampton,76,81,1.8542,Denmark
1419,I. Santini,29,RSC Anderlecht,76,76,1.8796,Croatia
1420,Vieirinha,32,PAOK,76,76,1.7272,Portugal
1421,M. Boselli,33,Club León,76,76,1.8542,Argentina
1422,L. Antonelli,31,Empoli,76,76,1.8288,Italy
1423,B. Embolo,21,FC Schalke 04,76,86,1.8542,Switzerland
1424,V. Eysseric,26,Fiorentina,76,77,1.8034,France
1425,C. Salcedo,24,Eintracht Frankfurt,76,80,1.8542,Mexico
1426,A. Ranocchia,30,Inter,76,76,1.9558,Italy
1427,L. Unnerstall,27,VVV-Venlo,76,78,1.9812,Germany
1428,T. Baumgartl,22,VfB Stuttgart,76,81,1.905,Germany
1429,F. Bustos,22,Independiente,76,83,1.6764,Argentina
1430,P. Jansson,27,Leeds United,76,78,1.9558,Sweden
1431,W. Vainqueur,29,Antalyaspor,76,76,1.778,France
1432,S. Kverkvelia,26,Lokomotiv Moscow,76,80,1.9558,Georgia
1433,Rubén Blanco,22,RC Celta,76,83,1.8796,Spain
1434,P. Aguilar,31,Cruz Azul,76,76,1.8034,Paraguay
1435,A. Ndiaye Diedhiou,21,Getafe CF,76,85,1.7272,Senegal
1436,Rafinha,32,FC Bayern München,76,76,1.7272,Brazil
1437,D. Limberský,34,Viktoria Plzeň,76,76,1.8034,Czech Republic
1438,G. Cabral,32,RC Celta,76,76,1.8288,Argentina
1439,J. De Guzmán,30,Eintracht Frankfurt,76,76,1.7526,Netherlands
1440,S. Terodde,30,1. FC Köln,76,76,1.9304,Germany
1441,J. Fernandes,29,Alanyaspor,76,76,1.8288,Chile
1442,Kiko Femenía,27,Watford,76,77,1.7526,Spain
1443,Recio,27,CD Leganés,76,79,1.8288,Spain
1444,A. Samedov,33,Spartak Moscow,76,76,1.778,Russia
1445,A. Smith,27,Bournemouth,76,76,1.8034,England
1446,Maurício,29,PAOK,76,76,1.8034,Brazil
1447,D. Stephens,29,Brighton & Hove Albion,76,76,1.8542,England
1448,Miguel Lopes,31,Akhisar Belediyespor,76,76,1.8288,Portugal
1449,I. Belfodil,26,TSG 1899 Hoffenheim,76,78,1.905,Algeria
1450,J. Campbell,26,Frosinone,76,77,1.778,Costa Rica
1451,Marc Roca,21,RCD Espanyol,76,87,1.8288,Spain
1452,M. Veljković,22,SV Werder Bremen,76,83,1.8288,Serbia
1453,J. Willems,24,Eintracht Frankfurt,76,79,1.778,Netherlands
1454,A. Lennon,31,Burnley,76,76,1.651,England
1455,F. Forster,30,Southampton,76,77,2.0066,England
1456,Júnior Caiçara,29,Medipol Başakşehir FK,76,76,1.7272,Brazil
1457,C. Biraghi,25,Fiorentina,76,78,1.8542,Italy
1458,Aritz Elustondo,24,Real Sociedad,76,80,1.8034,Spain
1459,Fred Aníbão,26,Atlético Paranaense,76,76,1.9304,Brazil
1460,O. Romero,25,Shanghai Greenland Shenhua FC,76,77,1.7526,Paraguay
1461,Nelsildo Reis,30,Botafogo,76,76,1.905,Brazil
1462,V. Koziello,22,1. FC Köln,76,82,1.6764,France
1463,A. Cresswell,28,West Ham United,76,76,1.7526,England
1464,Alex Berenguer,22,Torino,76,81,1.7526,Spain
1465,C. Davies,33,Derby County,76,76,1.8796,England
1466,C. Kouyaté,28,Crystal Palace,76,76,1.8796,Senegal
1467,Y. Kobayashi,30,Kawasaki Frontale,76,76,1.778,Japan
1468,Camarasa,24,Cardiff City,76,83,1.8288,Spain
1469,J. Martin,28,RC Strasbourg Alsace,76,76,1.8288,France
1470,J. Grealish,22,Aston Villa,76,84,1.7526,England
1471,D. Pelkas,24,PAOK,76,79,1.778,Greece
1472,J. Montero,28,Swansea City,76,76,1.7272,Ecuador
1473,J. Forrest,26,Celtic,76,76,1.7526,Scotland
1474,Varela,30,PAOK,76,76,1.8542,Cape Verde
1475,M. Antenucci,33,SPAL,76,76,1.778,Italy
1476,R. Durmisi,24,Lazio,76,81,1.6764,Denmark
1477,P. Schwegler,31,Hannover 96,76,76,1.778,Switzerland
1478,A. Hunt,31,Hamburger SV,76,76,1.8288,Germany
1479,Aday Benítez,30,Girona FC,76,76,1.778,Spain
1480,K. Tierney,21,Celtic,76,86,1.778,Scotland
1481,Jaume,27,Valencia CF,76,78,1.8542,Spain
1482,S. Gigot,24,Spartak Moscow,76,81,1.8796,France
1483,I. Brizuela,27,Guadalajara,76,76,1.7018,Mexico
1484,A. Souquet,26,KAA Gent,76,77,1.778,France
1485,A. Delort,26,Montpellier HSC,76,77,1.8034,France
1486,P. Zabaleta,33,West Ham United,76,76,1.778,Argentina
1487,Andeson Trigo,30,Fluminense,76,76,1.7526,Brazil
1488,J. Gnagnon,21,Sevilla FC,76,83,1.8288,France
1489,Mosquera,30,Deportivo de La Coruña,76,76,1.8288,Spain
1490,I. Bebou,24,Hannover 96,76,81,1.8288,Togo
1491,R. Morrison,25,Lazio,76,79,1.7526,England
1492,L. Christodoulopoulos,31,Olympiacos CFP,76,76,1.8288,Greece
1493,J. McArthur,30,Crystal Palace,76,76,1.778,Scotland
1494,R. Olsen,28,Roma,76,76,1.9558,Sweden
1495,W. Hoedt,24,Southampton,76,80,1.8796,Netherlands
1496,R. Holding,22,Arsenal,76,83,1.8796,England
1497,F. Montero,30,Sporting CP,76,76,1.7526,Colombia
1498,N. Sliti,25,Dijon FCO,76,77,1.7272,Tunisia
1499,J. Vázquez,30,Santos Laguna,76,76,1.651,Mexico
1500,Rodrigo Ely,24,Deportivo Alavés,76,80,1.8796,Brazil
1501,M. Benítez,24,Independiente,76,80,1.7272,Argentina
1502,Y. Yazıcı,21,Trabzonspor,76,83,1.8288,Turkey
1503,Y. Sankharé,28,FC Girondins de Bordeaux,76,76,1.8288,Senegal
1504,A. N'Diaye,28,Málaga CF,76,77,1.8796,Senegal
1505,S. Bell,26,1. FSV Mainz 05,76,77,1.9304,Germany
1506,K. Linetty,23,Sampdoria,76,83,1.7526,Poland
1507,F. Uduokhai,20,VfL Wolfsburg,76,84,1.9304,Germany
1508,M. Samatta,25,KRC Genk,76,79,1.8288,Tanzania
1509,Barragán,31,Real Betis,76,76,1.8288,Spain
1510,R. Hamouma,31,AS Saint-Étienne,76,76,1.778,France
1511,L. Skorupski,27,Bologna,76,79,1.8796,Poland
1512,Toño García,28,Levante UD,76,76,1.778,Spain
1513,A. Szalai,30,TSG 1899 Hoffenheim,76,76,1.9304,Hungary
1514,Raúl Navas,30,Real Sociedad,76,76,1.8542,Spain
1515,B. Koné,30,MKE Ankaragücü,76,76,1.8796,Burkina Faso
1516,J. Brekalo,20,VfL Wolfsburg,76,84,1.7526,Croatia
1517,Diego Tardelli,33,Shandong Luneng TaiShan FC,76,76,1.778,Brazil
1518,A. Hegazi,27,West Bromwich Albion,76,78,1.9304,Egypt
1519,M. Sels,26,RC Strasbourg Alsace,76,79,1.905,Belgium
1520,D. Gray,22,Leicester City,76,83,1.8034,England
1521,M. Pjaca,23,Fiorentina,76,83,1.8542,Croatia
1522,M. Arambarri,22,Getafe CF,76,81,1.7526,Uruguay
1523,A. Ćorić,21,Roma,76,88,1.7526,Croatia
1524,T. Gebre Selassie,31,SV Werder Bremen,76,76,1.8034,Czech Republic
1525,C. Nkunku,20,Paris Saint-Germain,76,84,1.778,France
1526,M. Topal,32,Fenerbahçe SK,76,76,1.8796,Turkey
1527,Léo Matos,32,PAOK,76,76,1.8288,Brazil
1528,F. Kainz,25,SV Werder Bremen,76,77,1.7526,Austria
1529,B. Henrichs,21,AS Monaco,76,84,1.8288,Germany
1530,Victildinho,34,Vitória,76,76,1.778,Brazil
1531,D. Praet,24,Sampdoria,76,81,1.8034,Belgium
1532,A. Umar,23,Çaykur Rizespor,76,81,1.7526,Nigeria
1533,J. Orozco,32,Santos Laguna,76,76,1.8288,Mexico
1534,N. El Zhar,31,CD Leganés,76,76,1.7018,Morocco
1535,O. Colley,25,Sampdoria,76,81,1.905,Gambia
1536,J. Aholou,24,AS Monaco,76,83,1.8796,Ivory Coast
1537,G. Clichy,32,Medipol Başakşehir FK,76,76,1.7526,France
1538,Rubén Sobrino,26,Deportivo Alavés,76,78,1.8542,Spain
1539,J. Iturbe,25,U.N.A.M.,76,79,1.7018,Paraguay
1540,H. Soudani,30,Nottingham Forest,76,76,1.778,Algeria
1541,M. Bradley,30,Toronto FC,76,76,1.8796,United States
1542,Z. Labyad,25,Ajax,76,79,1.7272,Morocco
1543,D. Mbokani,32,Royal Antwerp FC,76,76,1.8542,DR Congo
1544,T. Mangani,31,Angers SCO,76,76,1.8288,France
1545,A. Lunin,19,CD Leganés,76,88,1.905,Ukraine
1546,E. Insúa,29,VfB Stuttgart,76,76,1.8034,Argentina
1547,N. Domingo,33,Independiente,76,76,1.7526,Argentina
1548,D. Yedlin,24,Newcastle United,76,81,1.7272,United States
1549,D. González,30,Club Tijuana,76,76,1.8034,Argentina
1550,T. Kraft,29,Hertha BSC,76,76,1.8796,Germany
1551,M. Simon,22,Levante UD,76,82,1.6764,Nigeria
1552,Davi Parrela,30,Sport Club do Recife,76,76,1.905,Brazil
1553,N. Domínguez,28,Racing Club,76,77,1.8288,Argentina
1554,C. Dawson,28,West Bromwich Albion,76,76,1.8796,England
1555,A. Rusnák,23,Real Salt Lake,76,80,1.7526,Slovakia
1556,Paulo Oliveira,27,SD Eibar,76,78,1.8796,Portugal
1557,A. Gomis,24,SPAL,76,82,1.9304,Senegal
1558,H. Tekin,29,Fenerbahçe SK,76,77,1.8796,Turkey
1559,Tozé,25,Vitória Guimarães,76,80,1.651,Portugal
1560,R. Ruidíaz,27,Seattle Sounders FC,76,76,1.7018,Peru
1561,J. Hogg,29,Huddersfield Town,76,76,1.7526,England
1562,L. Holtby,27,Hamburger SV,76,76,1.7526,Germany
1563,A. Djiku,23,Stade Malherbe Caen,76,82,1.8288,France
1564,O. Alonso,32,Seattle Sounders FC,76,76,1.8034,Cuba
1565,S. Berge,20,KRC Genk,76,87,1.9558,Norway
1566,C. Zambrano,28,FC Basel 1893,76,77,1.8542,Peru
1567,M. Antonio,28,West Ham United,76,76,1.778,England
1568,J. Clasie,27,Feyenoord,76,77,1.7018,Netherlands
1569,Diego Rico,25,Bournemouth,76,80,1.8288,Spain
1570,Mossoró,34,Medipol Başakşehir FK,76,76,1.7018,Brazil
1571,G. Donsah,22,Bologna,76,82,1.7526,Ghana
1572,Felipe,33,SPAL,75,75,1.8796,Brazil
1573,S. Fofana,23,Udinese,75,82,1.8288,Ivory Coast
1574,Pablo Santos,26,SC Braga,75,78,1.8796,Brazil
1575,J. Svensson,25,AZ Alkmaar,75,78,1.7018,Norway
1576,E. Roco,25,Beşiktaş JK,75,78,1.9304,Chile
1577,F. Midtsjø,24,AZ Alkmaar,75,78,1.7526,Norway
1578,Francis,22,Real Betis,75,80,1.7526,Spain
1579,Ivi,24,Real Valladolid CF,75,81,1.7526,Spain
1580,Unai Núñez,21,Athletic Club de Bilbao,75,83,1.8542,Spain
1581,L. Lerager,24,FC Girondins de Bordeaux,75,78,1.8542,Denmark
1582,P. De Blasis,30,SD Eibar,75,75,1.651,Argentina
1583,M. Zajc,24,Empoli,75,82,1.778,Slovenia
1584,J. Stanislas,28,Bournemouth,75,75,1.8288,England
1585,Lucas Evangelista,23,FC Nantes,75,80,1.8034,Brazil
1586,M. Stoch,28,SK Slavia Praha,75,75,1.7018,Slovakia
1587,S. van Beek,23,Feyenoord,75,78,1.8796,Netherlands
1588,Fabrio Farinha,26,Atlético Mineiro,75,75,1.778,Brazil
1589,M. Kozáčik,34,Viktoria Plzeň,75,75,1.9304,Slovakia
1590,Fran Sol,26,Willem II,75,76,1.8034,Spain
1591,R. Otero,25,Al Wehda,75,76,1.7018,Venezuela
1592,G. Maripán,24,Deportivo Alavés,75,79,1.9304,Chile
1593,M. Braithwaite,27,Middlesbrough,75,76,1.8034,Denmark
1594,E. Dilaver,27,Dinamo Zagreb,75,77,1.8288,Austria
1595,R. Álvarez,30,Club Atlas,75,75,1.8796,Argentina
1596,A. Masuaku,24,West Ham United,75,79,1.778,DR Congo
1597,Rolando,32,Olympique de Marseille,75,75,1.8796,Portugal
1598,Fran Rico,30,Granada CF,75,75,1.778,Spain
1599,D. Tarasov,31,Lokomotiv Moscow,75,75,1.9304,Russia
1600,Alcalá,29,Girona FC,75,75,1.9558,Spain
1601,Alan Patrick,27,Shakhtar Donetsk,75,75,1.778,Brazil
1602,L. Refaelov,32,Royal Antwerp FC,75,75,1.7526,Israel
1603,Y. Gazinskiy,28,,75,75,1.8288,Russia
1604,Palhinha,22,SC Braga,75,82,1.905,Portugal
1605,Balenziaga,30,Athletic Club de Bilbao,75,75,1.778,Spain
1606,R. Petrović,29,Sporting CP,75,75,1.9304,Serbia
1607,K. Ansarifard,28,Nottingham Forest,75,75,1.8796,Iran
1608,M. Ninković,33,Sydney FC,75,75,1.8034,Serbia
1609,A. Talavera,35,Deportivo Toluca,75,75,1.8796,Mexico
1610,A. Barrada,29,Antalyaspor,75,75,1.778,Morocco
1611,J. Korb,26,Hannover 96,75,76,1.778,Germany
1612,F. Gutiérrez,27,Sporting Kansas City,75,75,1.7018,Chile
1613,T. Bongonda,22,SV Zulte-Waregem,75,81,1.7526,Belgium
1614,Simão Donatinho,34,Cruzeiro,75,75,1.8796,Brazil
1615,Luís Hernández,29,Málaga CF,75,75,1.8288,Spain
1616,L. Balogun,30,Brighton & Hove Albion,75,75,1.905,Nigeria
1617,M. Rog,22,Napoli,75,81,1.8034,Croatia
1618,B. Dočkal,29,Philadelphia Union,75,75,1.8288,Czech Republic
1619,J. Durmaz,29,Toulouse Football Club,75,75,1.8034,Sweden
1620,T. Kádár,28,Dynamo Kyiv,75,75,1.8796,Hungary
1621,E. Andrada,27,Boca Juniors,75,78,1.9304,Argentina
1622,Z. Steffen,23,Columbus Crew SC,75,84,1.905,United States
1623,M. Lestienne,26,Standard de Liège,75,76,1.7526,Belgium
1624,M. Alustiza,34,U.N.A.M.,75,75,1.651,Argentina
1625,Borja Mayoral,21,Levante UD,75,83,1.8288,Spain
1626,D. Bonera,37,Villarreal CF,75,75,1.8288,Italy
1627,Saúl Berjón,32,Real Oviedo,75,75,1.778,Spain
1628,C. Beauvue,30,Stade Malherbe Caen,75,75,1.7526,France
1629,Danilo,22,OGC Nice,75,82,1.8288,Brazil
1630,J. Hernández,29,Pachuca,75,75,1.7018,Mexico
1631,J. Hendrick,26,Burnley,75,77,1.8288,Republic of Ireland
1632,M. Lopez,20,Olympique de Marseille,75,81,1.6764,France
1633,F. Hanin,28,Vitória Guimarães,75,75,1.778,France
1634,D. Machís,25,Udinese,75,78,1.7018,Venezuela
1635,A. Potuk,27,Fenerbahçe SK,75,76,1.778,Turkey
1636,Idris,33,Boavista FC,75,75,1.8796,Senegal
1637,N. Cardozo,31,Racing Club,75,75,1.7272,Argentina
1638,Javi López,32,RCD Espanyol,75,75,1.8034,Spain
1639,G. Pandev,34,Genoa,75,75,1.8288,FYR Macedonia
1640,Júlio Tavares,29,Dijon FCO,75,75,1.8796,Cape Verde
1641,D. Liénard,30,RC Strasbourg Alsace,75,75,1.8288,France
1642,Y. Pelé,35,Olympique de Marseille,75,75,1.9558,France
1643,L. Sepe,27,Parma,75,78,1.8542,Italy
1644,J. Bruma,26,VfL Wolfsburg,75,78,1.905,Netherlands
1645,O. Duarte,29,RCD Espanyol,75,75,1.8542,Costa Rica
1646,A. Franco,21,Independiente,75,85,1.8288,Argentina
1647,Dani Olmo,20,Dinamo Zagreb,75,85,1.778,Spain
1648,F. Di Santo,29,FC Schalke 04,75,75,1.9304,Argentina
1649,Jozabed,27,RC Celta,75,76,1.8034,Spain
1650,G. Carrillo,27,CD Leganés,75,76,1.905,Argentina
1651,M. Zeegelaar,27,Watford,75,75,1.8542,Netherlands
1652,G. Ferrari,26,Sassuolo,75,79,1.8796,Italy
1653,O. Şahiner,26,Atiker Konyaspor,75,76,1.7526,Turkey
1654,I. Traoré,31,Angers SCO,75,75,1.8288,Ivory Coast
1655,T. Arslan,27,Beşiktaş JK,75,76,1.8034,Germany
1656,N. Araújo,26,RC Celta,75,78,1.8796,Mexico
1657,S. Armstrong,26,Southampton,75,77,1.8288,Scotland
1658,K. Billiat,27,Kaizer Chiefs,75,75,1.7018,Zimbabwe
1659,Ivan Cavaleiro,24,Wolverhampton Wanderers,75,78,1.7526,Portugal
1660,E. Cabaco,23,Levante UD,75,81,1.8542,Uruguay
1661,Silas Almeim,26,Vitória,75,75,1.778,Brazil
1662,C. Kameni,34,Fenerbahçe SK,75,75,1.8542,Cameroon
1663,Hélder Costa,24,Wolverhampton Wanderers,75,81,1.778,Portugal
1664,E. Durm,26,Huddersfield Town,75,77,1.8288,Germany
1665,Emerson,23,Chelsea,75,79,1.7526,Italy
1666,G. Haraguchi,27,Hannover 96,75,75,1.778,Japan
1667,C. Fuchs,32,Leicester City,75,75,1.8796,Austria
1668,E. Kalinski,31,Club Atlético Banfield,75,75,1.8288,Argentina
1669,Rafael,36,Cagliari,75,75,1.8796,Brazil
1670,F. Frei,29,FC Basel 1893,75,75,1.8288,Switzerland
1671,M. Risse,28,1. FC Köln,75,75,1.8288,Germany
1672,V. Cáceres,33,,75,75,1.8542,Paraguay
1673,Renan Bressan,29,GD Chaves,75,75,1.8288,Belarus
1674,Lucas Lima,26,FC Nantes,75,76,1.778,Brazil
1675,M. Silvestre,33,Empoli,75,75,1.8542,Italy
1676,Portillo,28,Getafe CF,75,75,1.7018,Spain
1677,F. Rønnow,25,Eintracht Frankfurt,75,80,1.905,Denmark
1678,N. Spolli,35,Genoa,75,75,1.9304,Argentina
1679,S. Rajković,29,Palermo,75,75,1.905,Serbia
1680,R. Berić,27,AS Saint-Étienne,75,76,1.8796,Slovenia
1681,V. Hernández,29,Atlético Nacional,75,75,1.6002,Colombia
1682,Claudemir,30,SC Braga,75,75,1.8542,Brazil
1683,T. Jantschke,28,Borussia Mönchengladbach,75,75,1.778,Germany
1684,L. Schaub,23,1. FC Köln,75,80,1.778,Austria
1685,P. Tschauner,32,Hannover 96,75,75,1.9558,Germany
1686,Gabrisco Aníbal,26,Paraná,75,75,1.8288,Brazil
1687,B. Feilhaber,33,Los Angeles FC,75,75,1.7526,United States
1688,A. Grassi,23,Parma,75,83,1.8288,Italy
1689,N. Vikonis,34,Puebla FC,75,75,1.8288,Uruguay
