,Name,Age,Club,Overall,Potential,Height,Nationality
14575,E. Wichne,21,IK Start,61,72,1.7526,Norway
14576,J. Simpson,21,Bournemouth,61,71,1.8288,England
14577,J. Bamert,20,FC Sion,61,77,1.8288,Switzerland
14578,M. Kamekawa,25,Kashiwa Reysol,61,65,1.7526,Japan
14579,B. Córdoba,25,Once Caldas,61,64,1.8542,Colombia
14580,M. Randall,28,Crawley Town,61,61,1.8288,England
14581,A. Eisa,21,Shrewsbury,61,73,1.8034,England
14582,B. Dia,21,Stade de Reims,61,70,1.8034,France
14583,M. Maidana,27,Argentinos Juniors,61,61,1.8034,Argentina
14584,F. Brown Forbes,26,Korona Kielce,61,62,1.8796,Costa Rica
14585,Jo Soo Chul,27,Sangju Sangmu FC,61,61,1.8034,Korea Republic
14586,S. Banza,21,Racing Club de Lens,61,70,1.8796,France
14587,T. Onozawa,20,Cerezo Osaka,61,69,1.651,Japan
14588,J. Ndecky,21,Fortuna Düsseldorf,61,72,1.7526,Senegal
14589,L. Tupta,20,Hellas Verona,61,76,1.8034,Slovakia
14590,J. Pepper,26,Brisbane Roar,61,64,1.8034,Australia
14591,M. Majrashi,27,Al Faisaly,61,61,1.8034,Saudi Arabia
14592,D. Toköz,22,Beşiktaş JK,61,72,1.8034,Turkey
14593,Guo Hao,25,Tianjin TEDA FC,61,66,1.7272,China PR
14594,K. Sekiguchi,32,Vegalta Sendai,61,61,1.7018,Japan
14595,K. Jacobs,28,Livingston FC,61,61,1.7272,South Africa
14596,M. Christensen,20,Aalborg BK,61,73,1.8288,Denmark
14597,Lee Jeong Bin,23,Incheon United FC,61,69,1.7526,Korea Republic
14598,R. Tulloch,17,West Bromwich Albion,61,76,1.778,England
14599,L. Agüero,21,Godoy Cruz,61,72,1.778,Argentina
14600,D. Meredith,18,West Bromwich Albion,61,76,1.7272,Scotland
14601,M. Romero,22,Argentinos Juniors,61,67,1.7526,Argentina
14602,J. Masson,20,Valenciennes FC,61,75,1.8288,France
14603,B. Burns,18,Livingston FC,61,78,1.7272,Northern Ireland
14604,B. Gilmour,17,Chelsea,61,84,1.7272,Scotland
14605,Cheng Yuan,24,Shandong Luneng TaiShan FC,61,66,1.8288,China PR
14606,Kim Hyun Hun,27,Gyeongnam FC,61,61,1.8542,Korea Republic
14607,Genaro,20,Sevilla FC,61,71,1.8288,Spain
14608,Y. Takahashi,25,Sagan Tosu,61,67,1.8796,Japan
14609,B. Wilson,21,Perth Glory,61,73,1.8542,Australia
14610,D. Heymans,19,Waasland-Beveren,61,73,1.8796,Belgium
14611,C. Randall,22,Rochdale,61,69,1.8034,England
14612,C. Johnson,20,Walsall,61,74,1.8796,England
14613,R. Nicolaisen,21,FC Midtjylland,61,75,1.905,Denmark
14614,M. Nani,20,Belgrano de Córdoba,61,75,1.8796,Argentina
14615,S. Otayf,27,Al Raed,61,61,1.7018,Saudi Arabia
14616,H. Nakamura,32,V-Varen Nagasaki,61,61,1.6764,Japan
14617,M. Kryeziu,21,FC Zürich,61,72,1.9558,Switzerland
14618,Park Hyeong Jin,28,Suwon Samsung Bluewings,61,61,1.8288,Korea Republic
14619,A. Gallo,18,Palermo,61,81,1.8288,Italy
14620,Baek Dong Gyu,27,Sangju Sangmu FC,61,63,1.8288,Korea Republic
14621,R. Watson,22,Scunthorpe United,61,69,1.8542,England
14622,A. Amadi-Holloway,25,Shrewsbury,61,65,1.8796,Wales
14623,D. Olave,24,Deportes Tolima,61,68,1.8288,Colombia
14624,R. Romero,19,Audax Italiano,61,74,1.7018,Chile
14625,B. Janošević,28,AIK,61,63,1.905,Serbia
14626,D. Sula,20,Waasland-Beveren,61,71,1.8288,Belgium
14627,B. Hanlan,21,Gillingham,61,68,1.8288,England
14628,P. Wiesinger,24,LASK Linz,61,68,1.8034,Austria
14629,C. Martin,23,Minnesota United FC,61,66,1.8034,United States
14630,Kuk Tae Jeong,22,Pohang Steelers,61,67,1.778,Korea Republic
14631,D. Oberhauser,27,GFC Ajaccio,61,63,1.8542,France
14632,E. Kupen,28,FK Bodø/Glimt,61,61,1.7272,Norway
14633,D. Jarl,26,IK Sirius,61,64,1.9558,Sweden
14634,D. Carr,24,Shamrock Rovers,61,67,1.8034,England
14635,M. Diallo,27,KAS Eupen,61,61,1.8288,Senegal
14636,L. Scherff,21,FC Hansa Rostock,61,70,1.7526,Germany
14637,C. Brandeborn,27,IF Brommapojkarna,61,61,1.7526,Sweden
14638,M. Drennan,24,Sligo Rovers,61,68,1.778,Republic of Ireland
14639,I. Djuric,29,Neuchâtel Xamax,61,61,1.8034,Switzerland
14640,M. Allende,19,Club Necaxa,61,71,1.651,Chile
14641,M. Knudsen,23,Vendsyssel FF,61,68,1.778,Denmark
14642,T. Taiwo,28,Hamilton Academical FC,61,61,1.7018,England
14643,L. Pizarro,20,Godoy Cruz,61,75,1.8542,Argentina
14644,M. Olsen Pettersen,18,SK Brann,61,76,1.905,Norway
14645,A. Berry,20,Central Coast Mariners,61,69,1.7526,Australia
14646,H. Wingo,22,Seattle Sounders FC,61,69,1.8288,United States
14647,M. Taylor-Crossdale,18,Chelsea,61,79,1.8542,England
14648,C. Omeje,28,GIF Sundsvall,61,61,1.8288,Nigeria
14649,C. Vidal,18,Montpellier HSC,61,77,1.8542,France
14650,F. Okenabirhie,22,Shrewsbury,61,70,1.778,Nigeria
14651,J. Aguilera,18,Colo-Colo,61,77,1.6764,Chile
14652,S. Warmolts,24,FC Emmen,61,66,1.7526,Netherlands
14653,D. Mantilla,21,Itagüí Leones FC,61,69,1.7272,Colombia
14654,P. Amond,30,Newport County,61,61,1.8034,Republic of Ireland
14655,M. Pałaszewski,20,Śląsk Wrocław,60,71,1.7526,Poland
14656,M. Pavić,23,FC Sochaux-Montbéliard,60,68,1.8288,Austria
14657,K. Hachisuka,27,Vegalta Sendai,60,60,1.8034,Japan
14658,B. Cooper,18,Swansea City,60,80,1.8542,Wales
14659,G. Damen,20,NAC Breda,60,66,1.8542,Netherlands
14660,C. Rubio Sivodedov,20,GIF Sundsvall,60,70,1.778,Sweden
14661,J. Smith,20,Tranmere Rovers,60,74,1.778,England
14662,M. Ndjoli,19,Kilmarnock,60,75,1.8288,England
14663,Manu Navarro,17,Rayo Vallecano,60,72,1.8034,Spain
14664,Javi Pérez,22,Real Valladolid CF,60,68,1.8288,Spain
14665,J. Wallens,25,Deportivo Cali,60,65,1.905,Colombia
14666,A. Parisi,23,Livorno,60,63,1.7526,Italy
14667,L. Yamaguchi,20,Extremadura UD,60,70,1.8542,Japan
14668,K. Tagawa,19,Sagan Tosu,60,70,1.8034,Japan
14669,J. Herrera,26,Audax Italiano,60,61,1.7526,Argentina
14670,P. Chato,21,VfL Sportfreunde Lotte,60,70,1.8542,Germany
14671,E. Majetschak,18,RB Leipzig,60,76,1.8542,Germany
14672,H. Hope,24,Carlisle United,60,65,1.778,Barbados
14673,Seo Jae Min,20,Daegu FC,60,72,1.7018,Korea Republic
14674,R. Durán,20,Tigres U.A.N.L.,60,72,1.8542,Mexico
14675,B. Adekanye,19,Liverpool,60,80,1.7018,Netherlands
14676,C. Baumgartner,18,TSG 1899 Hoffenheim,60,78,1.778,Austria
14677,Salcedo,27,CF Rayo Majadahonda,60,62,1.8542,Spain
14678,L. Donnelly,22,Motherwell,60,71,1.8288,Northern Ireland
14679,S. Lauper,21,BSC Young Boys,60,69,1.8542,Switzerland
14680,Anderson Emanuel,22,FC Sochaux-Montbéliard,60,72,1.7526,Angola
14681,A. Balanta,18,Deportivo Cali,60,80,1.778,Colombia
14682,C. Georges,24,IK Sirius,60,63,1.7526,Sweden
14683,W. Hajda,18,Górnik Zabrze,60,74,1.8288,Poland
14684,N. Petric,27,IF Brommapojkarna,60,64,1.9304,Serbia
14685,D. Kerschbaumer,29,SV Mattersburg,60,60,1.7272,Austria
14686,R. Telfer,24,Toronto FC,60,65,1.8034,Canada
14687,Otaño,22,CD Tenerife,60,70,1.8288,Spain
14688,D. Loader,17,Reading,60,82,1.8288,England
14689,J. Montaño,25,Alianza Petrolera,60,65,1.7018,Colombia
14690,J. Marcinkowski,21,San Jose Earthquakes,60,71,1.8542,United States
14691,G. Herrem,30,FK Bodø/Glimt,60,60,1.8796,Norway
14692,I. Al Zubaidi,28,Al Taawoun,60,60,1.7272,Saudi Arabia
14693,J. Calero,19,Club León,60,76,1.8542,Colombia
14694,S. Perić,21,FC Wacker Innsbruck,60,66,1.8542,Austria
14695,S. Raheriharimanana,24,Red Star FC,60,63,1.6764,Madagascar
14696,R. Gül,17,Galatasaray SK,60,77,1.6764,Turkey
14697,I. Wilson,19,Kilmarnock,60,75,1.8796,Scotland
14698,N. Al Dawsari,19,Al Hilal,60,78,1.778,Saudi Arabia
14699,H. Al Maqati,24,Al Hazem,60,62,1.7526,Saudi Arabia
14700,K. Bigler,25,FC Thun,60,63,1.7018,Switzerland
14701,P. Berg,20,FK Bodø/Glimt,60,65,1.778,Norway
14702,A. Zendejas,20,Guadalajara,60,69,1.7018,Mexico
14703,A. Karnuçu,18,Galatasaray SK,60,79,1.8288,Turkey
14704,D. Quaranta,21,Ascoli,60,69,1.905,Italy
14705,T. Velaphi,31,Perth Glory,60,60,1.8542,Australia
14706,N. Das,24,,60,65,1.7526,India
14707,J. Durán,21,Club León,60,73,1.778,Mexico
14708,Rafael Zuchi,24,SD Huesca,60,66,1.8796,Brazil
14709,M. Vargas,22,Universidad Católica,60,71,1.8288,Chile
14710,O. Ural,21,Kasimpaşa SK,60,70,1.8034,Turkey
14711,S. Mustafa,32,Al Hazem,60,60,1.8034,Sudan
14712,M. Youssouf,30,AC Ajaccio,60,60,1.6764,Comoros
14713,S. Hart,21,Rochdale,60,70,1.8288,England
14714,M. Al Baqawi,22,Al Hilal,60,69,1.7272,Saudi Arabia
14715,J. Díaz,21,Boyacá Chicó FC,60,71,1.8034,Colombia
14716,Liu Junshuai,23,Shandong Luneng TaiShan FC,60,68,1.8542,China PR
14717,H. Hankić,24,FC Wacker Innsbruck,60,65,1.8796,Austria
14718,Jiang Zhe,29,Changchun Yatai FC,60,60,1.778,China PR
14719,G. Edmundson,20,Oldham Athletic,60,71,1.905,England
14720,M. Blauensteiner,23,TSV Hartberg,60,66,1.8288,Austria
14721,K. Rauhut,28,FC Energie Cottbus,60,61,1.8796,Germany
14722,A. Tripaldelli,19,PEC Zwolle,60,78,1.8288,Italy
14723,B. Wilson,25,Bradford City,60,63,1.8542,England
14724,T. Kunimoto,20,Gyeongnam FC,60,72,1.7526,Japan
14725,V. Xenopoulos,20,Panathinaikos FC,60,74,1.8542,Greece
14726,B. Warland,21,Sydney FC,60,69,1.8542,Australia
14727,M. Paes,20,FC Utrecht,60,71,1.905,Netherlands
14728,R. Obermair,22,SK Sturm Graz,60,69,1.8288,Germany
14729,C. Palacios,17,Unión Española,60,74,1.6764,Chile
14730,L. O'Brien,26,Coventry City,60,64,1.8796,England
14731,D. Ochieng,25,IF Brommapojkarna,60,63,1.8796,Kenya
14732,W. Kurtovic,22,Sandefjord Fotball,60,70,1.905,Sweden
14733,Yoo Seung Min,19,Jeonbuk Hyundai Motors,60,73,1.8034,Korea Republic
14734,T. Freriks,19,FC Groningen,60,71,1.8542,Netherlands
14735,Manu Moya,22,Extremadura UD,60,67,1.8034,Spain
14736,A. Södlund,21,Odds BK,60,68,1.8542,Norway
14737,M. Kurogi,28,V-Varen Nagasaki,60,60,1.8034,Japan
14738,K. Sessa,17,1. FC Heidenheim 1846,60,80,1.7526,Germany
14739,Sergio Tienza,21,Real Betis,60,70,1.8288,Spain
14740,K. Michalski,18,Górnik Zabrze,60,75,1.8796,Poland
14741,Carlos Vicente,19,Real Zaragoza,60,71,1.7526,Spain
14742,B. Rowthorn,19,Southampton,60,69,1.8034,England
14743,T. Fleckstein,19,Holstein Kiel,60,75,1.8796,Germany
14744,D. Restrepo,25,Deportivo Pasto,60,65,1.7272,Colombia
14745,S. Omeonga,22,Genoa,60,67,1.778,Belgium
14746,D. N'Lundulu,19,Southampton,60,72,1.8034,England
14747,D. Wanner,19,Borussia Dortmund,60,77,1.778,Germany
14748,J. Zickert,20,FC Energie Cottbus,60,72,1.8288,Germany
14749,Y. Ota,35,Júbilo Iwata,60,60,1.7526,Japan
14750,K. Velasco,21,Deportivo Cali,60,67,1.7272,Colombia
14751,A. Al Ruhaili,23,Al Raed,60,68,1.8796,Saudi Arabia
14752,Lee Eun Beom,22,Jeju United FC,60,68,1.7018,Korea Republic
14753,B. Diakité,17,Toulouse Football Club,60,80,1.8542,France
14754,C. Guy,21,Blackpool,60,70,1.778,England
14755,D. Cruz,23,Puebla FC,60,64,1.7018,Mexico
14756,E. Erenler,25,Antalyaspor,60,65,1.778,Turkey
14757,J. Velásquez,23,Patriotas Boyacá FC,60,69,1.7526,Colombia
14758,K. Skoglund,30,GIF Sundsvall,60,60,1.8288,Sweden
14759,L. Gottwalt,20,1. FC Kaiserslautern,60,72,1.9304,Germany
14760,Yang Jun,37,Tianjin Quanjian FC,60,60,1.8796,China PR
14761,N. Knothe,19,Eintracht Frankfurt,60,75,1.8796,Germany
14762,A. Buongiorno,19,Carpi,60,76,1.905,Italy
14763,S. Walukiewicz,18,Pogoń Szczecin,60,76,1.8796,Poland
14764,Park Jeong Su,24,Kashiwa Reysol,60,62,1.8796,Korea Republic
14765,C. Slattery,19,Southampton,60,77,1.905,England
14766,G. Reilly,25,Bristol Rovers,60,62,1.8034,Scotland
14767,D. Beyreuther,18,Eintracht Frankfurt,60,76,1.8034,Germany
14768,P. Bastianello,20,Brescia,60,70,1.905,Italy
14769,B. Osayi-Samuel,20,Queens Park Rangers,60,73,1.7526,Nigeria
14770,D. O'Shaughnessy,23,HJK Helsinki,60,67,1.905,Finland
14771,L. Selahi,19,Standard de Liège,60,73,1.8034,Albania
14772,A. Makarov,22,PFC CSKA Moscow,60,70,1.778,Russia
14773,Bruno Jordão,19,Lazio,60,76,1.8034,Portugal
14774,A. Al Hamdan,18,Al Shabab,60,74,1.8542,Saudi Arabia
14775,D. Henriquez,19,Universidad Católica,60,76,1.7272,Chile
14776,Kike PIna,21,SD Eibar,60,70,1.651,Spain
14777,E. Ntim,22,Valenciennes FC,60,69,1.778,Ghana
14778,L. Charman,20,Accrington Stanley,60,73,1.8542,England
14779,L. O'Neil,24,Cambridge United,60,61,1.8034,England
14780,J. Issa,21,Al Ittihad,60,71,1.8542,Saudi Arabia
14781,I. Näsberg,22,Vålerenga Fotball,60,69,1.8542,Norway
14782,K. O'Connor,23,Crewe Alexandra,60,69,1.8796,Republic of Ireland
14783,A. Halme,20,Leeds United,60,75,1.9558,Finland
14784,T. Watson,21,AFC Wimbledon,60,72,1.778,England
14785,M. Sifneos,21,Panathinaikos FC,60,69,1.9304,Netherlands
14786,E. Al Joufi,23,Al Wehda,60,66,1.7018,Saudi Arabia
14787,U. Singh,22,,60,67,1.8034,India
14788,A. Maldonado,20,Club Atlético Banfield,60,74,1.8796,Argentina
14789,B. Álvarez,20,Unión de Santa Fe,60,71,1.7018,Argentina
14790,Ximo Miralles,22,AD Alcorcón,60,68,1.778,Spain
14791,I. Furu,24,Ranheim Fotball,60,66,1.905,Norway
14792,J. Fryer,22,Carlisle United,60,66,1.8542,England
14793,M. Godinho,21,Heart of Midlothian,60,73,1.778,Canada
14794,F. Hörberg,19,Trelleborgs FF,60,72,1.8034,Sweden
14795,A. Calver,22,Sydney FC,60,65,1.8542,Australia
14796,J. Tymon,19,Stoke City,60,77,1.778,England
14797,G. Corbo,18,Bologna,60,80,1.8542,Italy
14798,Lombo,19,CD Leganés,60,69,1.8288,Spain
14799,T. Elšnik,20,Mansfield Town,60,71,1.778,Slovenia
14800,D. Rasak,22,Wisła Płock,60,67,1.8288,Poland
14801,A. Peláez,24,Cruz Azul,60,67,1.8796,Mexico
14802,E. Segberg,21,IK Start,60,73,1.7526,Norway
14803,R. Hironaga,28,Sanfrecce Hiroshima,60,61,1.8542,Japan
14804,K. Böhnlein,28,TSV 1860 München,60,60,1.8288,Germany
14805,S. Atakayi,19,Rangers FC,60,78,1.7018,Finland
14806,A. Angulo,22,Itagüí Leones FC,60,73,1.9304,Colombia
14807,A. Nguiamba,19,AS Nancy Lorraine,60,77,1.778,France
14808,A. Whitmore,22,Grimsby Town,60,65,1.8034,England
14809,T. van de Berg,20,Heracles Almelo,60,67,1.8796,Netherlands
14810,M. Belkheir,19,Brescia,60,75,1.8542,Algeria
14811,M. Okazaki,19,FC Tokyo,60,75,1.8034,Japan
14812,A. Vogliacco,19,Padova,60,72,1.8542,Italy
14813,Heo Jae Won,34,Jeonnam Dragons,60,60,1.8796,Korea Republic
14814,Liao Bochao,30,Tianjin TEDA FC,60,60,1.8034,China PR
14815,M. Rauschenberg,26,IF Brommapojkarna,60,62,1.8796,Denmark
14816,S. Murillo,24,Alianza Petrolera,60,65,1.7526,Colombia
14817,F. Çakır,23,Medipol Başakşehir FK,60,67,1.905,Turkey
14818,P. Ruiz,19,Real Salt Lake,60,77,1.7272,Argentina
14819,Guo Quanbo,20,Beijing Sinobo Guoan FC,60,70,1.8542,China PR
14820,N. Ferguson,17,West Bromwich Albion,60,75,1.8034,England
14821,Algobia,19,Rayo Vallecano,60,77,1.8034,Spain
14822,A. Favaro,22,Padova,60,67,1.8796,Italy
14823,T. Moniwa,36,Cerezo Osaka,60,60,1.8034,Japan
14824,J. Gibbons,20,Port Vale,60,66,1.7526,England
14825,R. Yamasaki,25,Shonan Bellmare,60,63,1.8796,Japan
14826,G. Maris,22,Cambridge United,60,66,1.8034,England
14827,O. Okungbowa,24,SKN St. Pölten,60,65,1.8796,Austria
14828,K. Krasniqi,22,VfL Osnabrück,60,68,1.778,Kosovo
14829,E. Weeger,21,TSV 1860 München,60,67,1.778,Germany
14830,B. Mirelis,19,Universidad de Chile,60,73,1.8288,Chile
14831,N. Watanabe,23,VfR Aalen,60,66,1.7018,Japan
14832,R. Ljubicic,18,SKN St. Pölten,60,70,1.8034,Austria
14833,J. Forster,24,Cheltenham Town,60,65,1.8796,Scotland
14834,A. Santos,23,Yeovil Town,60,65,1.778,Brazil
14835,J. Molina,25,Deportivo Pasto,60,64,1.8288,Colombia
14836,Long Cheng,23,Henan Jianye FC,60,64,1.8542,China PR
14837,O. Olomola,20,Yeovil Town,60,70,1.8034,England
14838,K. Arthur,22,Macclesfield Town,60,64,1.6764,Ghana
14839,A. Majrashi,18,Al Shabab,60,74,1.7018,Saudi Arabia
14840,W. Parra,23,Independiente Medellín,60,70,1.651,Colombia
14841,O. Alseth,23,Ranheim Fotball,60,66,1.8288,Norway
14842,J. Ortíz,19,Deportivo Pasto,60,74,1.8034,Colombia
14843,Matis Carvalho,19,Toulouse Football Club,60,73,1.8796,Portugal
14844,David Gil,24,Cádiz CF,60,65,1.8542,Spain
14845,E. List,21,Gillingham,60,64,1.778,England
14846,J. Mukena,18,Watford,60,74,1.8288,Belgium
14847,P. Vincenti,31,Macclesfield Town,60,60,1.905,England
14848,M. Salazar,25,Montreal Impact,60,61,1.8034,Belize
14849,F. Rossi,27,Atalanta,60,64,1.9304,Italy
14850,P. Kühn,25,VfL Osnabrück,60,63,1.8796,Germany
14851,U. Saracco,24,Cosenza,60,66,1.905,Italy
14852,T. Königsmann,21,SpVgg Greuther Fürth,60,66,1.8288,Germany
14853,J. Pearson,25,Macclesfield Town,60,63,1.8542,England
14854,K. Onose,25,Gamba Osaka,60,62,1.778,Japan
14855,C. Zesiger,20,Grasshopper Club Zürich,60,76,1.9304,Switzerland
14856,G. Mainero,23,Vélez Sarsfield,60,68,1.778,Argentina
14857,Adrián,22,Elche CF,60,68,1.8288,Spain
14858,S. Tanasijevic,21,Chievo Verona,60,66,1.8288,Serbia
14859,M. Tonge,35,Port Vale,60,60,1.8288,England
14860,R. Garay,21,Club Atlético Aldosivi,60,74,1.8034,Argentina
14861,V. van den Bogert,18,Willem II,60,71,1.8542,Netherlands
14862,A. De Francesco,23,Spezia,60,67,1.8288,Italy
14863,I. Camara,17,Red Star FC,60,76,1.778,France
14864,A. Kay,35,Port Vale,60,60,1.8034,England
14865,N. Cowburn,23,Newcastle Jets,60,65,1.8034,Australia
14866,M. Eberwein,22,SC Fortuna Köln,60,68,1.9304,Germany
14867,I. Aaneba,19,RC Strasbourg Alsace,60,71,1.778,France
14868,C. Kountouriotis,20,Panathinaikos FC,60,70,1.8288,Greece
14869,M. Janssen,19,De Graafschap,60,68,1.778,Netherlands
14870,M. Kanabah,25,Al Batin,60,64,1.7018,Saudi Arabia
14871,J. Karlstrøm,21,Tromsø IL,60,73,2.0066,Norway
14872,G. Byers,22,Swansea City,60,68,1.8034,Scotland
14873,Lin Liangming,21,UD Almería,60,73,1.778,China PR
14874,A. Putna,23,Real Salt Lake,60,68,1.8796,United States
14875,Yang Qipeng,31,Tianjin TEDA FC,60,60,1.8542,China PR
14876,Hu Ruibao,21,Guangzhou Evergrande Taobao FC,60,68,1.8542,China PR
14877,Caio Marcelo,20,Orlando Pirates,60,71,1.905,Brazil
14878,J. Carroll,26,Cambridge United,60,61,1.8288,Republic of Ireland
14879,S. Fraser,23,Burton Albion,60,69,1.8288,Scotland
14880,P. Posipal,30,SV Meppen,60,60,1.8796,Germany
14881,R. Fulton,22,Hamilton Academical FC,60,67,1.905,Scotland
14882,M. Herrera,19,San Lorenzo de Almagro,60,73,1.8034,Argentina
14883,A. Sicker,21,Holstein Kiel,60,70,1.8288,Germany
14884,V. Drkušić,18,SC Heerenveen,60,75,1.8542,Slovenia
14885,D. Chávez,23,Tiburones Rojos de Veracruz,60,64,1.8034,Mexico
14886,J. Maddox,19,Cheltenham Town,60,77,1.778,England
14887,R. Strain,21,Adelaide United,60,68,1.8034,Australia
14888,R. Germain,23,Vegalta Sendai,60,66,1.8288,Japan
14889,M. Komenda,21,SV Meppen,60,71,1.8288,Germany
14890,M. Seidel,23,1. FC Magdeburg,60,69,1.8542,Germany
14891,M. Kristensen,21,Esbjerg fB,60,71,1.7272,Denmark
14892,R. Izumi,24,Nagoya Grampus,60,64,1.7272,Japan
14893,J. Valencia,18,Millonarios FC,60,79,1.8796,Colombia
14894,Leja,23,Granada CF,60,69,1.8288,Spain
14895,K. Athiu,25,Melbourne Victory,60,63,2.0066,South Sudan
14896,Y. Suzuki,24,Kawasaki Frontale,60,62,1.8288,Japan
14897,I. Baba,22,RCD Mallorca,60,69,1.8288,Ghana
14898,J. Illanes,21,Argentinos Juniors,60,68,1.8542,Argentina
14899,M. Batmaz,18,Karlsruher SC,60,73,1.8034,Turkey
14900,B. Al Baqi,28,Al Ahli,60,61,1.8542,Saudi Arabia
14901,T. Hawkridge,28,Notts County,60,60,1.7526,England
14902,V. Demaku,18,FK Austria Wien,60,76,1.778,Austria
14903,C. Sánchez,18,Real Sporting de Gijón,60,75,1.9304,Cuba
14904,N. Janvier,19,Stade Rennais FC,60,77,1.7018,France
14905,C. Frommann,20,SC Freiburg,60,75,1.8542,Germany
14906,F. Robert,29,Forest Green Rovers,60,60,1.7526,France
14907,S. Al Dosari,26,Al Taawoun,60,60,1.778,Saudi Arabia
14908,L. Polvani,23,Empoli,60,65,1.8796,Italy
14909,A. Krysiak,28,FK Bodø/Glimt,60,60,1.9304,Poland
14910,B. Moore,26,Rochdale,60,65,1.8796,United States
14911,M. Peano,19,Unión de Santa Fe,60,74,1.8542,Argentina
14912,N. Diallo,22,Stade Rennais FC,60,70,1.778,France
14913,A. Fejzullahu,25,Neuchâtel Xamax,60,65,1.8542,Albania
14914,D. Johnson,25,Motherwell,60,64,1.778,England
14915,Jiang Ning,31,Hebei China Fortune FC,60,60,1.7526,China PR
14916,H. Narzary,24,,60,66,1.778,India
14917,S. Ntiya-Ntiya,21,Kaizer Chiefs,60,68,1.651,South Africa
14918,Zhang Mengqi,28,Guizhou Hengfeng FC,60,60,1.778,China PR
14919,L. Czyborra,19,Heracles Almelo,60,76,1.778,Germany
14920,M. Gneba,19,Amiens SC,60,73,1.7526,France
14921,D. Bulman,39,Crawley Town,60,60,1.7526,England
14922,F. Brener,20,Belgrano de Córdoba,60,73,1.7018,Argentina
14923,M. Viviani,17,Brescia,60,82,1.8034,Italy
14924,W. Kuzain,19,Sporting Kansas City,60,74,1.778,United States
14925,M. Erboğa,19,Kasimpaşa SK,60,71,1.778,Turkey
14926,G. Bizzotto,21,Cittadella,60,70,1.7018,Italy
14927,M. Skenderović,20,TSG 1899 Hoffenheim,60,73,1.8288,Montenegro
14928,Sergio García,20,Real Zaragoza,60,70,1.8796,Spain
14929,J. Ngando,18,Amiens SC,60,71,1.7018,Cameroon
14930,J. Illum,26,Vendsyssel FF,60,62,1.8542,Denmark
14931,V. Cabezas,20,Deportivo Pasto,60,73,1.8542,Colombia
14932,R. Çağıran,23,Yeni Malatyaspor,60,69,1.7526,Turkey
14933,E. Katayama,26,Cerezo Osaka,60,61,1.8034,Japan
14934,S. Arnold,28,Shrewsbury,60,61,1.8542,England
14935,R. Ziegele,21,VfL Wolfsburg,60,74,1.8542,Germany
14936,E. Çelenk,29,BB Erzurumspor,60,60,1.8034,Turkey
14937,C. Cooke,21,Peterborough United,60,69,1.7272,England
14938,T. Johnson,19,Southampton,60,71,1.7526,England
14939,L. Palmiero,22,Cosenza,60,71,1.778,Italy
14940,F. Ugrinic,19,FC Luzern,60,79,1.8288,Switzerland
14941,M. Hausjell,19,FC Admira Wacker Mödling,60,73,1.7272,Austria
14942,N. Plume,21,VfL Sportfreunde Lotte,60,69,1.8796,Germany
14943,H. Nakabayashi,32,Sanfrecce Hiroshima,60,60,1.8288,Japan
14944,J. Wind,19,FC København,60,77,1.905,Denmark
14945,I. Łasicki,23,Wisła Płock,60,67,1.8288,Poland
14946,G. Guiffrey,20,Gimnasia y Esgrima La Plata,60,71,1.8288,Argentina
14947,L. Woolfenden,19,Swindon Town,60,70,1.8288,England
14948,T. Buhagiar,20,Sydney FC,60,72,1.778,Australia
14949,J. Hunt,27,Stevenage,60,60,1.8034,England
14950,Wang Fei,25,Henan Jianye FC,60,63,1.7526,China PR
14951,J. Cacciabue,20,Newell's Old Boys,60,71,1.7272,Argentina
14952,Z. Brault-Guillard,19,Olympique Lyonnais,60,74,1.7018,Canada
14953,J. Ebot-Etchi,22,VfL Sportfreunde Lotte,60,67,1.7272,Germany
14954,J. Kamata,32,Kashiwa Reysol,60,60,1.778,Japan
14955,C. Ojeda,19,Club Atlético Talleres,60,77,1.7018,Argentina
14956,H. Ide,24,Gamba Osaka,60,66,1.7018,Japan
14957,Kim Gyeong Min,21,Jeonnam Dragons,60,70,1.8542,Korea Republic
14958,J. David,18,Hamburger SV,60,79,1.905,Germany
14959,T. Almada,17,Vélez Sarsfield,60,80,1.7018,Argentina
14960,K. Riksvold,24,Ranheim Fotball,60,63,1.8288,Norway
14961,M. Acikgöz,18,Beşiktaş JK,60,73,1.8034,Turkey
14962,A. Poggenborg,34,SC Fortuna Köln,60,60,1.8542,Germany
14963,A. Tutte,27,Morecambe,60,60,1.7526,England
14964,F. Costa,29,Patronato,60,61,1.8796,Argentina
14965,F. Buntić,21,FC Ingolstadt 04,60,70,1.9304,Croatia
14966,M. Ashimeru,20,FC St. Gallen,60,74,1.8288,Ghana
14967,R. Lauwers,19,Willem II,60,72,1.8034,Belgium
14968,Sebas Moyano,21,Córdoba CF,60,73,1.7272,Spain
14969,M. Al Otaibi,25,Al Wehda,60,62,1.7018,Saudi Arabia
14970,S. McLoughlin,21,Cork City,60,73,1.8034,Republic of Ireland
14971,T. Matsuda,23,Shonan Bellmare,60,66,1.651,Japan
14972,D. Fitz,19,FK Austria Wien,60,78,1.7526,Austria
14973,A. Barry,25,Cork City,60,64,1.8034,Republic of Ireland
14974,B. Nordström,22,IFK Göteborg,60,69,1.778,Sweden
