,Name,Age,Club,OVA,POT,Height,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY
13493,M. Batmaz,20,Karlsruher SC,59,72,180,Turkey,ST,66,61,35,63,23,51
13494,A. Issah,21,1. FSV Mainz 05,66,75,173,Ghana,ST,88,66,51,71,27,66
13495,H. Seaden,19,Southend United,55,70,185,England,GK,56,55,55,56,23,54
13496,J. Milli,18,Lecce,47,65,183,Italy,GK,52,52,52,44,17,40
13497,M. Gneba,19,Amiens SC,60,73,175,France,ST,81,61,50,60,19,60
13498,S. Bajic,18,AS Saint-Étienne,62,81,190,France,GK,63,63,59,63,24,63
13499,H. Hassan,18,La Berrichonne de Châteauroux,64,80,178,France,LM,82,57,57,70,26,47
13500,I. Hutchinson,20,Southend United,58,70,178,England,RM,74,55,56,64,45,55
13501,Rober,19,UD Las Palmas,67,80,178,Spain,CAM,75,64,64,70,27,48
13502,C. Elva,23,FC Ingolstadt 04,67,73,180,Canada,RM,92,56,55,70,26,69
13503,L. Binks,18,Montreal Impact,62,79,188,England,CB,61,29,48,50,61,61
13504,J. Bennett,18,Tottenham Hotspur,61,82,180,England,RM,78,58,54,63,32,40
13505,T. Parrott,18,Millwall,65,85,185,Republic of Ireland,ST,73,66,53,63,27,59
13506,H. White,18,Tottenham Hotspur,60,80,178,England,LM,66,56,64,59,55,59
13507,M. Fagan-Walcott,18,Tottenham Hotspur,60,83,185,England,CB,64,29,44,49,59,65
13508,J. Bowden,18,Tottenham Hotspur,60,80,183,Republic of Ireland,CDM,61,46,57,58,60,50
13509,S. Wamangituka,20,VfB Stuttgart,70,82,188,DR Congo,ST,89,65,54,74,38,67
13510,K. Despodov,23,Cagliari,73,79,178,Bulgaria,CAM,85,74,68,73,29,61
13511,A. Tsvetkov,29,Bulgaria,63,63,180,Bulgaria,CB,57,45,54,53,64,71
13512,Kim Dong Hyun,23,Seongnam FC,57,66,183,Korea Republic,CM,63,46,55,57,45,61
13513,Cristian,24,Málaga CF,66,72,180,Spain,CAM,69,56,65,66,56,64
13514,Y. Zouma,21,Bolton Wanderers,59,72,193,France,CB,72,25,29,29,57,68
13515,L. Connell,19,Celtic,61,78,178,Republic of Ireland,CAM,66,53,64,65,49,60
13516,Alberto Espeso,21,Real Sporting de Gijón,64,75,173,Spain,LWB,77,33,55,64,58,45
13517,E. McFarlane,17,Salford City,51,68,188,England,GK,53,51,50,52,31,50
13518,B. Gilmour,19,Chelsea,71,86,170,Scotland,CM,68,54,70,73,64,50
13519,T. Renaud,18,FC Lorient,56,76,175,France,CDM,57,39,50,57,54,53
13520,A. Gomez Mancini,19,Angers SCO,57,75,175,France,CAM,52,51,58,57,48,44
13521,J. Becerra,22,RCD Espanyol,60,70,180,Colombia,ST,65,59,52,55,29,64
13522,Mollejo,19,Atlético Madrid,69,82,175,Spain,LM,74,64,64,69,37,65
13523,L. Matheson,17,Wolverhampton Wanderers,61,82,168,England,RWB,76,36,53,61,55,53
13524,J. King,19,Sydney FC,59,76,178,Australia,LWB,72,29,48,57,53,61
13525,C. Devlin,22,Wellington Phoenix,65,74,170,Australia,CDM,68,51,61,67,64,70
13526,M. Tilio,18,Melbourne City FC,53,70,170,Australia,CAM,66,48,51,56,33,42
13527,M. López,20,San Jose Earthquakes,63,73,175,Peru,LB,72,45,59,62,58,59
13528,L. Del Pino Mago,24,Venezuela,67,70,183,Venezuela,CB,76,41,60,54,66,71
13529,J. Adebayo-Smith,19,Lincoln City,56,74,180,United States,ST,80,55,46,57,24,53
13530,S. Sosa,21,River Plate,69,82,178,Argentina,CDM,62,57,59,65,67,73
13531,Jorge Mier,21,Real Oviedo,64,78,175,Spain,RB,76,36,53,63,59,50
13532,B. Abdallah,21,ESTAC Troyes,61,75,175,France,RWB,76,32,56,60,54,55
13533,Andrés Martín,20,Rayo Vallecano,66,80,170,Spain,ST,74,65,58,69,27,52
13534,P. De la Vega,19,Club Atlético Lanús,71,85,178,Argentina,RM,86,67,61,76,32,62
13535,J. Piggott,21,Wigan Athletic,52,66,180,England,ST,57,54,40,52,18,49
13536,A. Perea,19,Orlando City SC,63,78,185,Colombia,CDM,69,44,53,59,61,65
13537,A. Reyes,20,Inter Miami,64,77,183,Colombia,CB,67,30,38,46,64,75
13538,A. Lupu,21,Deportivo Alavés,64,75,173,Romania,ST,64,63,46,61,19,55
13539,D. Baningime,19,Wigan Athletic,56,73,170,DR Congo,RM,77,51,49,58,29,47
13540,A. Long,19,Wigan Athletic,55,73,183,England,CB,56,26,43,47,55,61
13541,J. Gelhardt,18,Leeds United,61,81,175,England,ST,67,62,52,64,24,52
13542,S. Méndez,23,Orlando City SC,65,74,178,Ecuador,CDM,68,58,62,60,63,63
13543,S. Franco,20,Independiente del Valle,68,74,175,Ecuador,CM,77,58,60,64,61,62
13544,A. Solano,21,Atlético Madrid,63,73,175,Colombia,RB,63,35,54,62,61,56
13545,J. Peñaloza,20,SD Huesca,60,78,173,Colombia,CAM,66,58,55,63,29,45
13546,L. Haquín,22,Bolivia,65,71,185,Bolivia,CB,65,28,39,44,66,71
13547,H. Vaca,21,Bolivia,69,77,168,Bolivia,LM,76,65,66,70,34,55
13548,L. Rupp,27,TSG 1899 Hoffenheim,76,76,178,Germany,CM,68,67,75,78,66,64
13549,Iván Jaime,19,Málaga CF,62,76,180,Spain,CAM,67,59,62,64,49,55
13550,B. Goller,21,Karlsruher SC,65,76,180,Germany,RM,73,63,57,71,52,47
13551,C. Mamengi,18,FC Utrecht,62,76,183,Netherlands,CB,74,35,45,53,60,68
13552,G. Bajrami,20,Birmingham City,56,70,183,Albania,CB,61,48,30,33,59,57
13553,B. Castrillon,20,Atlético Bucaramanga,65,80,173,Colombia,RM,77,56,59,68,41,58
13554,J. García,17,Cruz Azul,56,75,173,Mexico,CDM,69,49,55,63,54,56
13555,Vítor Tormena B,24,SC Braga,71,75,193,Brazil,CB,52,36,57,59,73,74
13556,K. Goudmijn,18,AZ Alkmaar,63,80,173,Netherlands,CAM,77,50,62,68,55,47
13557,K. Askildsen,19,Sampdoria,57,77,190,Norway,CM,62,43,55,60,55,56
13558,R. Gravenberch,18,Ajax,71,87,190,Netherlands,CAM,73,65,71,76,55,63
13559,M. Herrera,21,San Lorenzo de Almagro,70,80,180,Argentina,RWB,80,40,55,70,67,64
13560,M. Palacios,18,San Lorenzo de Almagro,65,84,168,Argentina,CAM,69,59,69,70,46,48
13561,A. Díaz,20,San Lorenzo de Almagro,63,79,173,Argentina,ST,72,60,49,67,23,58
13562,N. Djouahra,20,Real Sociedad,62,78,170,France,CAM,67,56,61,69,30,53
13563,Adrià Pedrosa,22,RCD Espanyol,75,85,175,Spain,LM,88,57,70,75,69,65
13564,U. Meraş,24,Le Havre AC,69,74,178,Turkey,LB,72,42,60,65,65,70
13565,S. Kelly,20,Ross County FC,60,72,175,Scotland,CAM,72,55,57,62,50,57
13566,D. Redan,19,Hertha BSC,60,80,175,Netherlands,ST,75,60,48,60,22,56
13567,N. Tié,18,Chelsea,53,73,193,Ivory Coast,GK,56,53,54,56,28,49
13568,C. Mola,19,VfB Stuttgart,66,81,183,England,LB,68,40,63,65,62,63
13569,P. Will,21,SG Dynamo Dresden,62,75,185,Germany,CB,60,49,58,59,59,72
13570,S. Pollock,19,Northampton Town,56,73,178,England,RM,67,51,57,59,49,56
13571,A. O'Reilly,19,Preston North End,50,67,168,Republic of Ireland,CAM,65,39,49,49,43,52
13572,K. Ramsay,19,Southampton,62,77,178,England,RB,70,33,45,60,59,63
13573,Iñaki Peña,21,FC Barcelona,65,79,183,Spain,GK,66,61,66,67,30,62
13574,F. Holender,25,Hungary,67,70,180,Hungary,ST,81,68,63,70,26,60
13575,A. Jukic,19,FK Austria Wien,60,71,183,Austria,CAM,67,55,60,62,38,57
13576,I. Aliseda,20,Chicago Fire,70,84,170,Argentina,RM,87,60,62,76,39,56
13577,M. Greenwood,18,Manchester United,77,89,180,England,CAM,81,78,71,78,39,67
13578,S. McCallum,19,Coventry City,66,80,178,England,LWB,79,55,60,64,61,65
13579,E. Pletinckx,19,SV Zulte-Waregem,67,78,190,Belgium,CB,50,29,43,45,67,76
13580,M. Hermansen,19,Brøndby IF,55,71,188,Denmark,GK,56,58,59,60,35,49
13581,E. Laird,18,Manchester United,66,83,178,England,RB,77,55,58,67,62,69
13582,L. Valenti,21,Parma,70,81,188,Argentina,CB,68,53,53,56,68,80
13583,Roberto López,20,Real Sociedad,64,79,178,Spain,CAM,52,61,66,66,16,56
13584,S. Chukwueze,21,Villarreal CF,77,86,173,Nigeria,LM,88,72,66,84,36,58
13585,H. Mnoga,18,Portsmouth,55,76,185,England,RB,77,32,42,53,47,68
13586,H. Elliott,17,Liverpool,65,85,170,England,CAM,75,53,59,71,30,37
13587,L. Ihorst,20,VfL Osnabrück,61,72,188,Germany,ST,54,61,44,54,29,64
13588,D. van Kaam,20,FC Groningen,66,77,175,Netherlands,CAM,66,55,67,69,52,56
13589,A. Bates,19,Walsall,59,75,173,England,RM,71,51,59,63,49,58
13590,M. Pulkrab,23,Sparta Praha,65,71,183,Czech Republic,ST,70,60,48,60,31,74
13591,M. Doué,19,PEC Zwolle,57,71,180,France,CB,60,29,32,37,59,63
13592,Arthur Cabral,22,FC Basel 1893,75,84,185,Brazil,ST,71,74,57,72,30,75
13593,P. Arano,25,Bolivia,63,66,183,Bolivia,CAM,66,61,54,66,35,66
13594,M. Ignatov,20,Spartak Moscow,64,81,188,Russia,CAM,67,51,65,67,45,52
13595,J. Álvarez,20,River Plate,71,84,170,Argentina,CAM,80,71,69,72,44,58
13596,S. Plaza,21,Trabzonspor,68,79,188,Ecuador,ST,83,65,53,66,26,72
13597,J. Lankester,20,Ipswich Town,60,73,178,England,CAM,74,58,52,63,39,54
13598,M. Boudjemaa,21,En Avant de Guingamp,62,75,180,France,CB,67,40,55,55,61,68
13599,M. Phaëton,20,En Avant de Guingamp,61,74,185,France,ST,74,61,48,63,22,69
13600,E. Reijnders,19,PEC Zwolle,60,75,170,Netherlands,CAM,81,49,57,65,44,36
13601,J. Khasa,22,FC Sion,55,67,188,France,ST,75,52,39,62,18,59
13602,J. Cobián,21,Club Necaxa,57,66,175,Mexico,LM,59,55,55,59,30,49
13603,E. Centurión,22,River Plate,65,73,183,Argentina,GK,65,63,64,65,35,64
13604,E. Bullaude,19,Godoy Cruz,59,74,183,Argentina,ST,66,58,53,62,20,51
13605,H. Bernat,19,Odense Boldklub,54,72,193,Denmark,GK,57,52,57,55,33,52
13606,B. Dia,23,Stade de Reims,73,80,180,France,ST,76,73,52,72,26,73
13607,J. Williams,18,Northampton Town,52,70,188,England,CB,59,26,35,44,50,57
13608,R. Rydel,19,Fleetwood Town,50,66,175,England,LM,63,42,45,53,43,51
13609,R. Tugarev,21,Lokomotiv Moscow,63,74,170,Russia,CAM,75,59,62,59,49,49
13610,A. Mironov,20,Lokomotiv Moscow,59,72,175,Russia,CM,61,49,60,57,59,54
13611,S. Rhein,22,1. FC Nürnberg,66,74,178,Germany,CDM,66,42,63,65,62,66
13612,A. Ćatić,21,ADO Den Haag,62,71,178,Bosnia Herzegovina,RM,87,55,56,62,28,60
13613,L. Beltrán,19,River Plate,62,80,175,Argentina,ST,65,60,52,63,20,57
13614,A. Grijalva,19,Monterrey,58,72,178,Mexico,CB,54,31,31,37,61,58
13615,L. Soldini,19,FC Lugano,54,74,178,Switzerland,GK,56,58,58,55,32,49
13616,M. Weigandt,20,Gimnasia y Esgrima La Plata,65,81,175,Argentina,RB,72,36,46,63,62,67
13617,J. Scholz,21,1. FC Kaiserslautern,55,66,188,Germany,CB,61,29,44,39,53,63
13618,Richardson,28,Kashiwa Reysol,69,69,175,Brazil,CDM,66,37,58,67,69,71
13619,D. Kotarski,20,Ajax,66,78,188,Croatia,GK,65,62,62,67,29,68
13620,D. Walker-Rice,19,Tranmere Rovers,53,70,170,England,RM,74,46,46,56,27,48
13621,R. Richards,18,Tottenham Hotspur,59,75,175,England,ST,76,60,50,57,23,52
13622,Avilés,22,CD Leganés,68,77,180,Spain,RM,63,56,67,68,23,45
13623,Joaquín,21,SD Huesca,66,78,173,Spain,LM,77,61,58,68,24,53
13624,Iván Martos,23,UD Almería,69,76,183,Spain,LB,75,39,53,64,66,67
13625,L. Yamaguchi,21,Extremadura UD,63,73,185,Japan,GK,67,62,68,64,23,59
13626,Salva,22,Spezia,67,77,183,Spain,RB,70,35,56,61,65,70
13627,L. Seydoux,22,BSC Young Boys,61,71,175,Switzerland,LB,73,32,46,58,57,56
13628,C. Huerta,19,Mazatlán FC,62,80,170,Mexico,ST,65,64,60,60,37,56
13629,J. Herrera,19,Club Atlas,58,73,178,Mexico,ST,75,57,50,56,28,52
13630,H. Abdelli,20,Le Havre AC,61,75,188,France,CAM,62,53,57,64,48,62
13631,K. Sidibé,21,Toulouse Football Club,68,76,201,France,CB,46,45,56,57,67,74
13632,B. Vera,21,Lecce,58,72,180,Colombia,CB,65,37,47,51,58,57
13633,Miguel Luís,21,Sporting CP,69,80,178,Portugal,CAM,67,63,70,71,60,65
13634,C. Cappis,19,Hobro IK,58,71,185,United States,LM,70,46,56,62,50,63
13635,Fabio Lopes,18,Oxford United,51,67,175,Portugal,ST,77,49,42,57,17,39
13636,L. Smyth,18,Stevenage,52,67,178,Northern Ireland,ST,72,53,38,51,21,51
13637,Y. Soma,23,Nagoya Grampus,67,71,165,Japan,RM,85,60,61,71,53,61
13638,D. Maeda,22,Yokohama F. Marinos,67,74,173,Japan,RM,87,60,59,69,38,62
13639,N. Chilvers,19,Colchester United,56,73,173,England,CAM,73,49,55,60,50,58
13640,A. Aidonis,19,VfB Stuttgart,57,70,183,Germany,CB,66,31,37,43,57,62
13641,M. El Idrissy,21,AC Ajaccio,64,76,180,France,ST,75,65,56,61,25,58
13642,C. Jolley,19,Wigan Athletic,56,76,178,England,ST,69,58,43,56,19,47
13643,F. Navarro,20,Club Atlético Talleres,64,81,170,Argentina,CDM,66,50,63,66,65,55
13644,M. Miljevic,19,Argentinos Juniors,63,80,178,United States,RM,66,55,60,67,51,56
13645,J. Diaz,19,Independiente Medellín,55,75,185,Colombia,CM,77,42,54,56,57,67
13646,E. Le Fée,20,FC Lorient,67,82,170,France,CAM,65,51,70,72,53,45
13647,Valery,20,Girona FC,67,79,183,Spain,RM,83,55,60,68,62,59
13648,Guillamón,20,Valencia CF,69,83,178,Spain,CB,61,35,61,58,70,65
13649,R. Musaba,18,Vitesse,59,71,178,Netherlands,CAM,71,56,52,60,32,61
13650,M. Moro,25,Mjällby AIF,64,67,173,Ghana,ST,83,62,54,68,33,55
13651,A. Nalić,22,Malmö FF,65,75,190,Sweden,CAM,78,62,56,69,44,66
13652,M. Suárez B,24,Nacional de Montevideo,72,77,183,Uruguay,RB,76,42,59,63,70,78
13653,N. Ferraresi,21,Venezuela,64,73,188,Venezuela,CB,61,26,42,34,66,73
13654,Y. Ibrahimaj,24,Viking FK,67,73,178,Kosovo,LM,79,59,66,68,54,69
13655,L. Brunt,19,Aston Villa,52,69,178,England,CM,65,40,53,49,44,53
13656,S. Rojas,24,Paraguay,70,76,185,Paraguay,GK,68,67,70,71,25,72
13657,D. O'Connor,23,Cork City,59,68,173,Republic of Ireland,RM,76,53,54,61,40,61
13658,M. Bidstrup,19,Brentford,61,77,165,Denmark,CM,62,52,62,66,57,55
13659,B. Caicedo,28,Independiente del Valle,70,70,180,Ecuador,LB,87,47,57,57,64,70
13660,B. Angulo,24,Club Tijuana,70,76,183,Ecuador,ST,79,68,49,73,20,64
13661,C. Añez,23,Bolivia,63,68,175,Bolivia,RB,71,30,50,52,63,51
13662,N. Fadiga,20,Heracles Almelo,62,73,188,Belgium,LM,76,49,55,63,54,69
13663,L. Dajaku,19,Bayern München II,65,82,180,Germany,ST,77,64,54,70,22,57
13664,Y. Verschaeren,18,RSC Anderlecht,72,85,173,Belgium,CAM,71,67,71,79,39,49
13665,J. Doku,18,RSC Anderlecht,71,88,170,Belgium,RW,93,59,58,79,26,62
13666,L. Hušek,19,Sparta Praha,58,77,201,Czech Republic,CB,61,30,37,39,59,68
13667,Sidnei Tavares,17,Leicester City,60,78,175,Portugal,CAM,70,52,56,64,47,47
13668,L. Orellano,20,Vélez Sarsfield,67,79,178,Argentina,RW,87,66,54,73,32,55
13669,J. Rothmann,20,FC Nordsjælland,59,74,180,Denmark,CAM,77,49,44,65,24,60
13670,D. Vlahović,20,Fiorentina,70,81,190,Serbia,ST,62,72,52,68,27,61
13671,R. Sottil,21,Cagliari,64,79,180,Italy,CAM,78,60,55,68,33,44
13672,J. Björkengren,21,Falkenbergs FF,64,73,183,Sweden,CDM,66,53,57,64,60,66
13673,N. Fujimoto,30,Vissel Kobe,68,68,175,Japan,ST,75,68,55,67,29,62
13674,T. Iwata,23,Oita Trinita,69,75,178,Japan,CB,74,50,60,64,69,71
13675,Nicolas Firmino,18,New England Revolution,52,72,180,Brazil,CAM,62,40,51,54,35,49
13676,R. Campbell,19,Gillingham,54,65,188,England,ST,78,48,32,52,22,69
13677,K. Cabral,20,Valenciennes FC,64,76,185,France,RM,73,58,59,65,35,56
13678,V. Triboulet,21,AS Nancy Lorraine,61,72,183,France,ST,71,62,47,60,22,53
13679,D. Revan,19,Aston Villa,55,72,193,England,CB,61,27,39,45,54,60
13680,Pablo Ramón,17,RCD Mallorca,62,81,185,Spain,CB,52,38,46,48,63,58
13681,D. Bajselmani,21,PEC Zwolle,61,68,178,Netherlands,RWB,76,47,46,58,57,68
13682,C. Ngonge,20,RKC Waalwijk,64,74,178,Belgium,ST,78,62,49,71,31,59
13683,B. Galdames,18,Unión Española,58,77,170,Chile,RM,64,46,58,59,33,51
13684,M. Daramy,18,FC København,67,85,180,Denmark,RM,86,57,57,72,25,62
13685,A. Youssef,19,BK Häcken,58,69,183,Sweden,CAM,65,48,53,62,34,57
13686,A. Urzi,20,Club Atlético Banfield,73,88,168,Argentina,LM,87,63,64,75,36,56
13687,J. Vivanco,21,San Lorenzo de Almagro,58,71,183,Argentina,CB,56,27,37,43,58,58
13688,F. Girotti,21,River Plate,64,78,190,Argentina,ST,68,64,46,61,30,68
13689,O. Sahraoui,19,Vålerenga Fotball,64,81,165,Norway,RM,75,48,63,72,40,44
13690,M. Siby,23,RC Strasbourg Alsace,60,67,190,France,CDM,54,36,52,54,56,68
13691,G. Haag,20,AS Nancy Lorraine,57,74,183,France,CDM,60,29,48,49,56,58
13692,M. Popescu,27,Dinamo Bucureşti,64,67,188,Romania,CB,53,27,44,53,61,70
13693,D. Sorescu,22,Dinamo Bucureşti,70,78,175,Romania,RM,91,58,63,70,57,69
13694,D. Ciobotariu,22,CFR Cluj,63,72,188,Romania,CB,68,23,46,48,64,74
13695,R. Grigore,21,Dinamo Bucureşti,64,77,190,Romania,CB,42,27,41,40,61,75
13696,B. Diakité,19,Toulouse Football Club,68,81,185,France,CB,63,38,57,55,69,70
13697,Y. Kasaï,21,FC Zürich,53,67,193,Switzerland,ST,59,48,39,47,25,69
13698,Almerge,19,SD Huesca,59,75,178,Spain,RB,64,37,51,51,58,57
13699,H. Massengo,18,Bristol City,66,83,178,France,CDM,69,47,63,69,65,62
13700,Guillem Jaime,21,C.D. Castellón,64,77,178,Spain,RM,68,56,60,69,58,56
13701,J. Rowland,18,Shrewsbury,56,76,165,England,CAM,72,48,53,59,34,51
13702,Matis Carvalho,21,Montpellier HSC,61,74,188,Portugal,GK,62,61,59,63,38,59
13703,C. Kelman,18,Southend United,60,77,175,United States,ST,81,60,45,62,26,58
13704,R. Howard,20,Southend United,57,71,180,England,RB,71,34,47,54,53,63
13705,Fran García,20,Rayo Vallecano,64,78,168,Spain,LWB,76,44,56,65,58,49
13706,J. Requena,19,Newell's Old Boys,57,72,178,Argentina,CDM,59,48,55,59,54,60
13707,Javi Mier,21,Real Oviedo,65,78,175,Spain,CAM,65,61,65,65,38,45
13708,A. Hložek,17,Sparta Praha,74,87,188,Czech Republic,ST,77,71,68,75,32,73
13709,E. McCue,19,Houston Dynamo,52,72,193,Sweden,CB,52,25,37,33,51,65
13710,A. Lottin,18,FC Girondins de Bordeaux,62,77,180,France,CM,65,46,59,62,59,60
13711,M. Caqueret,20,Olympique Lyonnais,75,87,175,France,CM,72,58,71,77,68,65
13712,O. Battersby,18,Grimsby Town,52,67,190,England,GK,49,52,52,53,26,53
13713,F. Marchwiński,18,Lech Poznań,63,80,185,Poland,CAM,68,57,62,63,48,58
13714,N. Sommer,21,SG Sonnenhof Großaspach,59,66,178,Germany,RM,72,38,56,62,54,65
13715,A. Campos,20,FC St. Gallen,55,69,178,Switzerland,ST,69,52,40,55,20,56
13716,E. Holm,20,IFK Göteborg,60,72,190,Sweden,CB,69,33,50,54,56,71
13717,Álvaro Vallés,22,UD Las Palmas,68,76,193,Spain,GK,70,67,64,66,30,68
13718,D. Kinumbe,20,Montreal Impact,57,66,173,Canada,LB,73,39,51,63,54,51
13719,A. Hansen,23,Mjøndalen IF,60,67,183,Norway,RB,71,29,49,57,56,65
13720,N. Katterbach,19,1. FC Köln,70,84,178,Germany,LB,74,40,58,73,66,58
13721,B. Saka,18,Arsenal,75,88,178,England,LM,84,61,71,78,55,63
13722,Barrenetxea,18,Real Sociedad,73,82,175,Spain,LW,81,66,62,79,24,52
13723,E. Borja,25,Nacional Asunción,64,69,185,Paraguay,ST,70,66,45,59,21,62
13724,R. Sans,21,FC Sochaux-Montbéliard,60,74,175,France,LB,63,39,53,60,57,54
13725,G. Biancone,20,AS Monaco,68,80,188,France,RB,72,47,59,67,61,75
13726,S. Mackie,21,Hibernian,61,72,173,Scotland,LM,78,40,56,63,52,69
13727,I. El Mizouni,19,Cambridge United,57,74,183,Tunisia,CAM,66,49,53,59,46,59
13728,K. Dembélé,17,Celtic,63,84,168,England,CAM,86,57,56,70,16,32
13729,L. Agoume,18,Spezia,63,82,185,France,CAM,61,54,60,66,51,62
13730,L. Davis,20,Leeds United,64,77,178,England,LB,78,31,50,59,59,57
13731,S. Abdulhamid,20,Al Ittihad,64,76,170,Saudi Arabia,RB,76,39,51,62,58,61
13732,A. Bareiro,23,Alanyaspor,68,75,183,Paraguay,ST,69,67,48,67,22,63
13733,A. Ibayashi,29,Sanfrecce Hiroshima,65,65,178,Japan,CB,51,29,52,45,67,63
13734,D. Williams,20,Shamrock Rovers,53,65,175,Republic of Ireland,ST,68,54,44,57,17,44
13735,S. Callan,20,Shamrock Rovers,50,60,183,Republic of Ireland,CB,53,20,33,37,51,53
13736,M. Pollock,18,Grimsby Town,59,75,190,England,CB,62,22,39,38,57,74
13737,G. Velázquez,29,FC Juárez,69,69,183,Paraguay,CB,80,31,43,49,70,74
13738,F. Valietti,21,Genoa,63,76,185,Italy,RB,70,35,48,60,61,64
13739,A. Reardon,21,Brisbane Roar,55,65,180,Australia,CB,54,24,37,45,58,57
13740,G. Masouras,26,Olympiacos CFP,74,75,183,Greece,LM,76,72,70,73,38,66
13741,E. Kamsoba,24,Melbourne Victory,60,65,165,Burundi,RM,89,52,47,65,22,37
13742,K. Nkuba,18,Sporting de Charleroi,59,75,173,Belgium,RM,75,48,49,69,22,35
13743,J. Vahtera,24,HJK Helsinki,58,64,175,Finland,CAM,70,52,55,59,32,51
13744,J. Van den Bergh,25,Beerschot AC,68,72,188,Belgium,CB,66,35,60,57,68,72
13745,B. Sarpong-Wiredu,20,Charlton Athletic,57,72,185,England,RM,77,45,53,56,48,60
13746,L. Traoré,19,Ajax,68,82,183,Burkina Faso,ST,76,68,52,69,28,73
13747,I. Chouaref,19,La Berrichonne de Châteauroux,65,80,175,France,CAM,75,57,61,70,27,58
13748,D. Abella,21,Deportivo Toluca,60,70,183,Mexico,ST,58,62,45,58,21,57
13749,A. Loba,22,Monterrey,70,78,178,Ivory Coast,ST,80,70,57,70,24,70
13750,O. Thioune,26,FC Sochaux-Montbéliard,68,70,180,Senegal,CDM,57,53,68,66,65,67
13751,G. Dietsch,18,FC Metz,58,75,183,France,GK,63,59,57,59,18,55
13752,J. Reyes,22,Cruz Azul,60,67,180,Mexico,CB,50,32,35,42,61,60
13753,A. Gutiérrez,20,Cruz Azul,59,74,173,Mexico,CM,59,47,62,59,53,59
13754,I. Tona,19,Club Tijuana,58,69,175,Mexico,CAM,60,48,60,58,44,37
13755,Aihen Muñoz,22,Real Sociedad,73,82,175,Spain,LB,78,53,67,71,71,65
13756,E. Aguirre,21,Santos Laguna,66,77,175,Mexico,ST,79,65,54,67,31,58
13757,S. Väänänen,18,HJK Helsinki,57,72,178,Finland,CAM,71,43,53,62,50,59
13758,S. Koita,20,FC Red Bull Salzburg,71,82,173,Mali,ST,87,72,57,75,28,66
13759,K. Hoever,18,Wolverhampton Wanderers,63,84,183,Netherlands,RB,71,36,57,64,61,62
13760,M. Camara,20,FC Red Bull Salzburg,70,81,170,Mali,CDM,75,54,64,73,66,66
13761,K. Björklund,21,Hammarby IF,59,71,190,Sweden,CB,63,27,42,50,56,65
13762,M. Castro,24,Atlanta United,67,70,173,Uruguay,RM,71,63,66,69,51,59
13763,Y. Iwasaki,22,Shonan Bellmare,60,67,173,Japan,RM,83,51,56,63,32,59
13764,O. Pettersson,20,Djurgårdens IF,57,72,178,Sweden,ST,80,55,44,58,22,57
13765,K. Cannavò,20,Empoli,58,75,180,Italy,ST,78,58,49,56,27,57
13766,Bryan Gil,19,Sevilla FC,65,83,175,Spain,CAM,68,62,59,71,26,35
13767,Hugo Vallejo,20,Real Madrid,68,81,180,Spain,RM,64,65,65,71,36,54
13768,F. Arismendi,29,Club Blooming,60,60,175,Uruguay,CAM,67,53,62,63,47,61
13769,A. Smith,21,Mansfield Town,56,63,188,England,RM,75,51,55,59,51,60
13770,A. Bamba,26,FC Nantes,72,73,175,France,RM,80,64,67,75,42,53
13771,M. Solomon,20,Shakhtar Donetsk,73,86,170,Israel,CAM,81,65,68,77,33,47
13772,T. Umeda,19,Shimizu S-Pulse,64,75,183,Japan,GK,66,58,56,70,30,57
13773,T. Buchanan,21,New England Revolution,56,70,183,Canada,ST,81,53,42,61,22,57
13774,Arthur Silva,25,FC Tokyo,63,67,180,Brazil,CDM,71,54,61,64,59,73
13775,D. Jones,23,New England Revolution,64,73,175,United States,LB,83,57,57,63,59,63
13776,A. Sejdič,23,Montreal Impact,57,65,178,Germany,CAM,62,50,56,59,47,56
13777,Park Il Gyu,30,Yokohama F. Marinos,69,69,180,Korea Republic,GK,73,54,61,74,38,73
13778,T. Cissokho,19,Clermont Foot 63,63,74,201,France,CB,54,33,35,35,63,72
13779,Marc Aguado,19,Real Zaragoza,62,79,178,Spain,CAM,66,51,63,63,48,55
13780,I. Jóhannesson,17,IFK Norrköping,65,81,180,Iceland,LM,71,56,65,68,38,55
13781,O. Stefánsson,17,IFK Norrköping,51,64,193,Iceland,CB,56,22,35,33,47,67
13782,E. Sylvestre,20,OGC Nice,64,74,175,France,CAM,63,64,58,71,27,46
13783,J. Méndez,24,Unión de Santa Fe,70,73,183,Uruguay,CAM,73,59,65,69,65,75
13784,K. Hernández,18,Monterrey,60,70,173,Mexico,CAM,65,40,56,69,42,54
13785,T. Watanabe,23,FC Tokyo,66,73,185,Japan,CB,61,29,46,41,66,72
13786,M. Kamara,20,SC Paderborn 07,62,71,183,Liberia,ST,75,62,43,60,25,62
13787,R. López,26,Sagan Tosu,61,63,190,Uruguay,ST,47,59,49,58,25,74
13788,V. Bayo,23,Toulouse Football Club,68,74,185,Ivory Coast,ST,78,66,48,64,25,74
13789,Rúben Macedo,24,Clube Sport Marítimo,65,71,170,Portugal,CAM,72,63,61,70,26,57
13790,A. Pieper,22,DSC Arminia Bielefeld,72,80,190,Germany,CB,64,32,51,53,74,74
13791,E. Wiemberg,26,Unión La Calera,61,64,178,Chile,LB,64,36,52,57,58,51
