,Name,Age,Club,OVA,POT,Height,Weight,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY,Wage,Value
2275,S. Lulic,34,Lazio,78,78,183,172,Bosnia Herzegovina,LM,77,72,76,78,75,77,56,5000
2339,M. Lanzini,27,West Ham United,78,79,168,130,Argentina,CAM,76,72,78,82,32,47,43,12000
2350,B. Dost,31,Eintracht Frankfurt,78,78,196,183,Netherlands,ST,47,81,57,65,51,76,33,9500
2392,A. Westwood,30,Burnley,78,78,175,161,England,CDM,59,62,79,73,74,76,50,8500
2529,De Marcos,31,Athletic Club de Bilbao,78,78,183,176,Spain,RB,81,62,73,75,71,78,24,7500
2542,M. Hitz,32,Borussia Dortmund,78,78,193,196,Switzerland,GK,79,77,63,80,44,79,39,6500
2620,M. Antonio,30,West Ham United,78,78,178,181,England,ST,84,75,73,78,56,84,46,10000
2720,Maicon,31,Al Nassr,78,78,190,185,Brazil,CB,53,55,66,54,79,84,38,7500
2734,L. Rodríguez,29,Mexico,78,78,178,168,Mexico,RB,84,64,72,75,72,77,46,8500
2740,A. Kokorin,29,Spartak Moscow,78,78,183,183,Russia,CF,81,77,72,81,43,69,63,10500
2748,C. Wood,28,Burnley,78,78,190,203,New Zealand,ST,66,78,59,68,40,81,62,10500
2758,S. Mustafi,28,Arsenal,78,80,183,183,Germany,CB,58,57,63,61,77,77,72,10500
2807,E. Stevens,29,Sheffield United,78,78,183,172,Republic of Ireland,LWB,75,45,66,75,74,74,37,8500
2820,D. Subašic,34,AS Monaco,78,78,190,185,Croatia,GK,76,75,75,77,53,77,30,4500
2906,Herrerín,32,Athletic Club de Bilbao,78,78,188,196,Spain,GK,80,78,83,74,43,77,19,6500
2949,R. Rodríguez,27,Torino,78,78,180,170,Switzerland,LB,71,67,76,74,77,74,41,9000
2971,R. Cabella,28,AS Saint-Étienne,78,78,170,157,France,CAM,78,71,76,82,40,55,40,10500
2993,G. Pezzella,29,Fiorentina,78,78,185,179,Argentina,CB,54,49,47,56,80,74,50,8500
3008,Y. Belhanda,30,Galatasaray SK,78,78,178,165,Morocco,CAM,73,73,78,82,57,71,64,10000
3074,Y. El Arabi,33,Olympiacos CFP,78,78,183,185,Morocco,ST,71,81,67,78,37,70,0.5,6500
3076,Laguardia,30,Deportivo Alavés,78,78,185,176,Spain,CB,51,46,55,51,80,78,25,8500
3077,Hugo Mallo,29,RC Celta,78,78,173,152,Spain,RB,67,39,69,69,75,74,25,8500
3218,C. Wilson,28,Newcastle United,78,78,180,146,England,ST,82,77,65,76,39,74,48,10500
3228,N. Lodeiro,31,Seattle Sounders FC,78,78,170,152,Uruguay,LM,71,72,80,81,49,71,11,9000
3291,Sérgio Oliveira,28,FC Porto,78,78,180,172,Portugal,CM,58,77,82,75,66,68,16,10500
3299,P. Herrmann,29,Borussia Mönchengladbach,78,78,178,154,Germany,RW,73,75,75,78,33,61,44,10000
3303,J. Guilavogui,29,VfL Wolfsburg,78,78,188,170,France,CB,69,59,66,65,81,78,44,9000
3305,C. Ortíz,31,Monterrey,78,78,175,163,Paraguay,CDM,64,55,69,72,75,77,41,8000
3310,R. Funes Mori,29,Monterrey,78,78,185,172,Argentina,ST,77,78,68,74,43,80,50,10500
3394,J. Svensson,27,AZ Alkmaar,78,79,170,154,Norway,RB,77,60,73,75,73,81,12,10500
3395,F. Midtsjø,26,AZ Alkmaar,78,79,175,154,Norway,CM,77,63,77,77,70,77,13,12000
3406,N. Redmond,26,Southampton,78,79,173,152,England,LM,83,72,72,82,30,52,55,12000
3429,K. Malcuit,28,Napoli,78,78,178,170,France,RB,81,63,73,78,74,71,57,9000
3460,R. Barkley,26,Aston Villa,78,81,185,192,England,CAM,69,74,78,80,57,73,58,12500
3463,D. Vida,31,Besiktas JK,78,78,183,168,Croatia,CB,73,40,58,59,81,79,58,7500
3494,N. Pallois,32,FC Nantes,78,78,188,196,France,CB,44,53,60,57,79,84,26,6500
3603,L. Dunk,28,Brighton & Hove Albion,78,80,193,194,England,CB,51,49,62,63,79,78,55,10500
3632,H. Vanaken,27,Club Brugge KV,78,78,196,176,Belgium,CM,46,78,80,76,60,74,28,11000
3659,Cristian Tello,28,Real Betis,78,78,178,143,Spain,LM,89,71,74,79,48,61,27,10500
3693,N. Chadli,30,Medipol Basaksehir FK,78,78,188,187,Belgium,LW,76,76,76,79,56,77,43,10000
3775,D. Sidibé,27,AS Monaco,78,78,183,157,France,RB,76,62,75,75,74,78,46,9000
3833,Pablo,29,FC Girondins de Bordeaux,78,79,188,196,Brazil,CB,52,52,53,61,79,79,33,10000
3834,C. Tataru<U+0219>anu,34,Milan,78,78,198,198,Romania,GK,79,76,75,80,44,77,30,4500
3935,R. Freuler,28,Atalanta,78,78,180,176,Switzerland,CM,67,69,75,76,72,68,54,10500
3997,D. Demme,28,Napoli,78,79,173,157,Germany,CDM,57,39,74,74,74,77,57,10500
4000,E. Dier,26,Tottenham Hotspur,78,82,190,198,England,CB,53,63,70,64,80,83,73,12000
4007,D. da Costa,26,Eintracht Frankfurt,78,79,188,196,Germany,RWB,75,56,69,72,75,82,28,10500
4078,E. Martínez,27,Aston Villa,78,81,196,198,Argentina,GK,78,80,78,77,58,77,43,9000
4093,L. Spinazzola,27,Roma,78,78,185,165,Italy,RWB,78,64,74,78,75,72,0.5,11000
4196,T. Vilhena,24,Netherlands,78,82,175,154,Netherlands,CM,75,73,76,78,70,79,0,0
4215,Joãozinho,28,FC Krasnodar,78,78,165,134,Brazil,CAM,90,74,75,79,56,51,50,10500
4233,L. Karius,27,1. FC Union Berlin,78,81,188,192,Germany,GK,82,72,78,81,54,76,25,9000
4272,C. Kramer,29,Borussia Mönchengladbach,78,78,190,168,Germany,CDM,50,49,69,72,77,76,37,9000
4280,M. Niang,25,Stade Rennais FC,78,81,188,183,Senegal,ST,81,79,68,79,31,72,49,13000
4292,J. Boril,29,SK Slavia Praha,78,78,175,165,Czech Republic,LB,78,57,70,73,75,82,0.5,8500
4384,M. Batshuayi,26,Crystal Palace,78,81,185,201,Belgium,ST,75,79,58,78,33,72,60,13000
4460,J. Egan,27,Sheffield United,78,80,188,165,Republic of Ireland,CB,64,46,54,61,79,77,36,11000
4482,T. Inui,32,SD Eibar,78,78,170,152,Japan,LM,80,71,75,84,46,53,30,8000
4495,Denis Suárez,26,RC Celta,78,79,175,152,Spain,CAM,75,72,78,81,61,56,28,12000
4527,F. Novák,30,Fenerbahçe SK,78,78,183,172,Czech Republic,LB,78,66,70,74,75,75,58,8000
4560,Bernard,27,Everton,78,78,165,132,Brazil,LM,84,68,73,85,39,44,75,11000
4604,T. Savanier,28,Montpellier HSC,78,78,173,152,France,CM,68,70,81,79,67,69,36,10500
4609,Z. Feddal,30,Sporting CP,78,78,193,183,Morocco,CB,56,50,64,59,79,76,14,8500
4646,Leo Baptistao,27,Wuhan Zall,78,78,180,157,Brazil,ST,78,75,72,79,33,69,16,11000
4664,M. De Sciglio,27,Juventus,78,78,183,172,Italy,RB,74,46,69,75,77,70,64,9000
4758,Manu Trigueros,28,Villarreal CF,78,78,178,165,Spain,CM,58,72,77,76,70,66,35,10500
4787,L. Trossard,25,Brighton & Hove Albion,78,81,173,148,Belgium,CAM,82,77,76,81,30,62,55,13000
4792,L. Vietto,26,Sporting CP,78,79,173,143,Argentina,CAM,77,75,75,82,45,63,17,12000
4809,R. Olsen,30,Roma,78,78,196,190,Sweden,GK,78,77,76,78,36,78,0.5,7000
4815,M. Keane,27,Everton,78,79,190,181,England,CB,58,49,62,64,79,79,69,10500
4858,Y. Poulsen,26,RB Leipzig,78,80,193,185,Denmark,ST,81,71,67,74,56,81,54,12500
4900,S. Kolašinac,27,Arsenal,78,79,183,190,Bosnia Herzegovina,CB,73,63,71,73,74,87,69,10500
4930,A. Doucouré,27,Everton,78,80,183,168,France,CDM,68,74,71,74,76,82,69,11000
4949,B. Cristante,25,Roma,78,82,185,176,Italy,CDM,55,72,75,75,75,75,0.5,12000
4950,R. Saïss,30,Wolverhampton Wanderers,78,78,188,185,Morocco,CB,62,56,70,70,78,76,69,8500
4993,H. Sakai,30,Olympique de Marseille,78,78,183,154,Japan,RB,76,54,68,67,76,79,37,8000
5099,F. Mollet,28,Montpellier HSC,78,78,170,148,France,CAM,74,75,79,80,50,60,36,10500
5104,Tiago Volpi,27,Querétaro,78,80,185,187,Brazil,GK,83,67,66,82,58,78,10,8500
5190,C. Günter,27,SC Freiburg,78,78,185,192,Germany,LB,84,54,69,70,73,82,25,9000
5204,J. Nsame,27,BSC Young Boys,78,79,188,194,Cameroon,ST,79,78,55,72,27,79,28,12000
5228,F. Schär,28,Newcastle United,78,80,188,185,Switzerland,CB,61,69,71,69,79,76,41,10500
5264,J. Córdoba,27,Hertha BSC,78,79,188,187,Colombia,ST,78,78,61,74,44,87,50,12000
5268,De Tomás,25,RCD Espanyol,78,80,180,159,Spain,ST,73,80,62,77,35,68,12,13000
5306,D. Machís,27,Granada CF,78,78,175,163,Venezuela,LM,86,77,74,80,38,67,29,11000
5325,R. Steffen,28,VfL Wolfsburg,78,78,170,143,Switzerland,RM,79,75,74,80,48,65,48,10500
5379,E. Hysaj,26,Napoli,78,81,183,154,Albania,RB,76,51,67,73,77,72,54,11500
5566,F. Niederlechner,29,FC Augsburg,78,78,188,190,Germany,ST,78,78,64,74,35,79,35,10500
5601,V. Grifo,27,SC Freiburg,78,78,180,170,Italy,LM,70,74,77,81,41,62,28,11000
5618,R. Gagliardini,26,Inter,78,81,188,170,Italy,CDM,57,63,71,74,77,72,77,11500
5626,Nacho,31,Real Valladolid CF,78,78,175,148,Spain,LB,81,55,66,70,75,69,21,7500
5641,Ricardo Esgaio,27,SC Braga,78,79,173,150,Portugal,RWB,73,67,75,79,70,68,16,10500
5670,J. O'Connell,26,Sheffield United,78,82,190,187,England,CB,62,37,64,63,79,82,36,12000
5693,José Sá,27,Olympiacos CFP,78,80,193,187,Portugal,GK,79,76,64,80,45,76,0.5,8500
5713,L. Dendoncker,25,Wolverhampton Wanderers,78,83,188,194,Belgium,CB,67,72,77,71,79,83,66,12500
5749,Rony Lopes,24,OGC Nice,78,83,175,150,Portugal,CAM,77,74,74,82,30,56,36,14000
5831,S. Kritsyuk,29,Os Belenenses,78,80,193,187,Russia,GK,78,79,73,78,48,76,8,8500
5836,R. Zobnin,26,Spartak Moscow,78,81,183,172,Russia,RWB,76,62,76,77,76,72,51,11500
5863,G. Kanga,28,Sparta Praha,78,78,168,143,Gabon,CAM,75,73,77,80,53,67,0.5,10500
5934,R. Loftus-Cheek,24,Chelsea,78,84,190,194,England,CAM,69,67,76,80,62,79,70,14000
6014,M. Uribe,29,Colombia,78,78,183,157,Colombia,CM,74,74,74,76,75,79,16,10000
6022,B. Bourigeaud,26,Stade Rennais FC,78,80,178,150,France,CM,71,74,79,78,66,74,47,12500
6039,G. Cano,31,Independiente Medellín,78,78,175,161,Argentina,ST,69,80,62,75,36,66,6,9500
6114,C. Izquierdoz,31,Boca Juniors,78,78,185,194,Argentina,CB,50,51,54,53,79,82,18,7500
6140,J. Gbamin,24,Everton,78,83,185,183,Ivory Coast,CB,75,57,73,74,78,80,59,12500
6168,I. Marcone,30,Boca Juniors,78,78,183,190,Argentina,CDM,51,57,72,74,74,81,18,8500
6361,D. Zappacosta B,28,Genoa,78,78,185,154,Italy,RB,75,66,72,74,76,71,19,9000
6413,Marcelo Goiano,32,Sivasspor,78,78,175,150,Brazil,RB,74,50,66,76,75,73,20,6500
6429,S. Lobotka,25,Napoli,78,83,170,141,Slovakia,CM,62,63,76,78,70,65,57,13500
6452,M. Philipp,24,Borussia Dortmund,78,82,183,174,Germany,ST,81,80,71,83,43,65,50,13500
6534,Sequeira,29,SC Braga,78,78,183,174,Portugal,LWB,70,59,68,72,74,75,16,8500
6680,S. Gigot,26,Spartak Moscow,78,82,188,183,France,CB,67,38,63,60,78,79,51,12000
6698,J. Amavi,26,Olympique de Marseille,78,80,175,154,France,LB,76,65,71,76,76,75,37,11000
6789,H. Hateboer,26,Atalanta,78,79,185,159,Netherlands,RM,83,64,72,77,76,76,52,12000
6849,M. Caldara,26,Atalanta,78,83,188,176,Italy,CB,60,34,46,62,82,73,48,12000
6858,Y. Mina,25,Everton,78,80,196,207,Colombia,CB,51,54,59,59,79,80,66,11500
6873,Jaume,29,Valencia CF,78,79,185,161,Spain,GK,78,77,76,79,58,77,28,8500
6931,R. Borré,24,River Plate,78,83,175,157,Colombia,ST,83,78,72,78,47,79,19,14000
7020,Wu Lei,28,RCD Espanyol,78,78,175,146,China PR,ST,85,73,70,79,36,67,13,10500
7031,N. Elvedi,23,Borussia Mönchengladbach,78,84,188,172,Switzerland,CB,73,34,64,68,80,76,30,13000
7145,M. Locatelli,22,Sassuolo,78,84,180,154,Italy,CDM,57,64,75,74,77,69,27,13000
7192,B. Embolo,23,Borussia Mönchengladbach,78,84,185,190,Switzerland,ST,87,76,70,74,40,81,37,14500
7314,Jony,28,CA Osasuna,78,78,178,157,Spain,LM,82,69,77,77,52,66,35,10500
7340,F. Cervi,26,SL Benfica,78,79,165,137,Argentina,LM,92,65,70,84,58,56,16,12000
7352,K. Piatek,25,Hertha BSC,78,83,183,170,Poland,ST,73,79,53,75,38,71,48,14000
7442,R. Aguilar B,27,AS Monaco,78,79,173,157,France,RB,80,53,70,76,74,72,46,10500
7495,J. Rodríguez,26,Cruz Azul,78,79,178,174,Uruguay,ST,87,78,68,81,38,76,68,12500
7513,P. Bernardoni,23,Angers SCO,78,84,190,172,France,GK,78,74,73,84,29,77,16,10500
7562,K. Toko-Ekambi,27,Olympique Lyonnais,78,78,185,172,Cameroon,ST,81,79,67,78,27,69,65,11000
7784,J. Bamba,24,LOSC Lille,78,83,175,154,France,CAM,88,74,70,81,36,64,33,14000
7790,A. Meret,23,Napoli,78,87,190,183,Italy,GK,79,74,70,82,45,77,36,12500
7827,D. Caleta-Car,23,Olympique de Marseille,78,82,193,196,Croatia,CB,62,40,60,62,78,81,31,12000
7951,A. Diallo,24,Paris Saint-Germain,78,82,188,174,France,CB,75,38,71,76,78,76,55,12000
8024,B. Verbic,26,Dynamo Kyiv,78,79,178,172,Slovenia,LM,83,72,72,80,43,73,0.5,12000
8119,K. Tierney,23,Arsenal,78,86,178,168,Scotland,LB,86,59,72,75,72,80,59,13500
8173,Daniel Podence,24,Wolverhampton Wanderers,78,82,165,128,Portugal,RM,92,60,71,85,33,50,72,13500
8410,F. Grillitsch,24,TSG 1899 Hoffenheim,78,83,188,170,Austria,CM,58,60,78,77,72,66,32,13500
8624,M. Akanji,24,Borussia Dortmund,78,84,188,201,Switzerland,CB,77,47,68,71,80,76,42,13000
8773,Rubén Alcaraz,29,Real Valladolid CF,78,78,183,179,Spain,CDM,62,73,79,71,78,81,24,10000
8784,S. Sensi,24,Inter,78,83,168,137,Italy,CM,67,59,80,80,67,67,73,13500
8799,A. Lunev,28,Russia,78,79,188,176,Russia,GK,79,73,65,82,56,77,0,0
8830,P. Lees-Melou,27,OGC Nice,78,79,185,154,France,CM,68,74,78,78,68,74,37,11500
8837,S. Serdar,23,FC Schalke 04,78,84,183,165,Germany,CM,69,72,74,80,75,79,27,14000
8860,F. Sacko,25,Vitória Guimarães,78,83,178,150,Mali,RB,94,45,61,74,71,75,11,12000
8872,Gazzolisco,20,Internacional,78,78,185,161,Brazil,LB,79,67,71,70,74,78,20,10000
8886,Wellington Sabrão,32,Flamengo,78,78,170,146,Brazil,RB,92,56,68,74,72,69,37,6500
8888,Antônio Chiamuloira,20,Internacional,78,78,183,174,Brazil,CB,68,48,60,52,79,75,20,10000
8925,Vincente Dourado,24,Flamengo,78,78,190,194,Brazil,CB,58,29,63,58,77,84,31,10000
8957,Everticinho,20,Grêmio,78,78,175,165,Brazil,RB,78,71,71,76,74,74,21,10000
8970,Albertinho Dutra,28,Brazil,78,78,175,159,Brazil,LW,81,72,81,80,23,50,45,10500
8978,Guilson Paiva,24,Brazil,78,78,173,159,Brazil,RM,83,69,75,79,42,68,35,11500
8990,Arturo Inálcio,20,Brazil,78,78,170,132,Brazil,CM,83,72,75,79,52,48,30,11500
8998,Fredditinho,32,Palmeiras,78,78,188,192,Brazil,ST,73,80,63,74,39,76,43,8500
8999,Matheus Bardeira,20,São Paulo,78,78,188,187,Brazil,ST,73,82,62,69,31,75,33,12000
9009,Prazeracinho,20,Brazil,78,78,173,154,Brazil,LW,78,69,77,80,45,54,33,11500
9081,Renato Sanches,22,LOSC Lille,78,85,175,154,Portugal,CAM,79,72,76,81,71,81,33,14500
9140,M. Almirón,26,Newcastle United,78,79,175,139,Paraguay,CAM,89,71,75,80,50,63,43,12000
9224,G. Montiel B,23,Argentina,78,85,175,154,Argentina,RB,86,52,68,72,72,81,15,13000
9228,T. Abraham,22,Chelsea,78,85,196,192,England,ST,74,78,59,72,31,70,77,15000
9262,D. Malen,21,PSV,78,85,178,172,Netherlands,ST,90,77,65,81,29,71,17,15000
9322,A. Lafont,21,FC Nantes,78,84,193,181,France,GK,79,76,70,82,46,75,14,11000
9518,Gabriel,22,Arsenal,78,85,190,192,Brazil,CB,55,36,59,55,79,78,59,13000
9936,P. Schick,24,Bayer 04 Leverkusen,78,84,185,161,Czech Republic,ST,70,76,71,81,37,67,55,14500
10091,Domingos Duarte,25,Granada CF,78,82,190,172,Portugal,CB,54,35,55,53,79,78,25,12000
10237,I. Sarr,22,Watford,78,87,185,168,Senegal,RM,94,77,68,81,22,66,19,16000
10255,Y. En-Nesyri,23,Sevilla FC,78,83,188,172,Morocco,ST,76,77,54,77,34,76,27,14000
10359,F. Chiesa,22,Fiorentina,78,84,175,154,Italy,CAM,85,74,71,83,44,62,50,14500
10390,C. Ünder,22,Leicester City,78,84,173,146,Turkey,LM,82,75,74,82,37,50,66,14000
10583,C. Stengs,21,AZ Alkmaar,78,86,188,150,Netherlands,CAM,76,68,76,82,33,58,11,15500
10615,Melendo,22,RCD Espanyol,78,84,168,139,Spain,CAM,78,69,76,80,56,61,10,14000
10751,M. Rojas,24,Paraguay,78,84,185,172,Paraguay,CAM,79,78,76,80,63,70,19,14000
10916,I. Konaté,21,RB Leipzig,78,88,193,209,France,CB,74,34,57,68,80,78,33,15500
11341,L. Martínez,22,Ajax,78,85,175,154,Argentina,CDM,69,58,72,75,78,79,15,13500
11642,Matheus Cunha,21,Hertha BSC,78,87,183,168,Brazil,ST,79,79,72,84,32,70,34,16000
11844,Unai Núñez,23,Athletic Club de Bilbao,78,84,185,179,Spain,CB,69,22,47,50,78,75,20,13000
11916,L. Díaz,23,Colombia,78,86,180,161,Colombia,CAM,92,76,68,79,32,69,14,15500
12026,Pau Torres,23,Villarreal CF,78,86,190,176,Spain,CB,65,35,63,68,80,75,26,14000
12122,A. Nwakaeme,31,Trabzonspor,78,78,185,176,Nigeria,LM,81,76,72,80,39,74,34,9000
12325,Loren,26,Real Betis,78,81,188,181,Spain,ST,73,81,60,77,36,74,28,13000
12614,D. McNeil,20,Burnley,78,86,183,154,England,LM,76,68,76,79,52,67,41,15500
12998,Luís Maximiano,21,Sporting CP,78,88,190,181,Portugal,GK,79,76,65,79,55,76,7,13500
13055,O. Kolár,25,SK Slavia Praha,78,83,193,179,Czech Republic,GK,75,73,81,80,58,79,0.5,10000
13056,V. Coufal,27,SK Slavia Praha,78,78,175,168,Czech Republic,RB,81,58,72,74,73,81,0.5,9000
13169,Trincão,20,FC Barcelona,78,91,183,170,Portugal,CAM,79,73,71,83,37,69,105,20000
13337,D. Lenzado,32,Uruguay,78,78,183,174,Uruguay,CB,70,48,60,52,79,78,0,0
13349,E. Aguerro,32,Uruguay,78,78,175,161,Uruguay,CF,84,79,65,80,27,66,0,0
13351,S. Luna,32,Uruguay,78,78,175,165,Uruguay,RB,80,71,71,76,72,74,0,0
13923,Emerson,21,Real Betis,78,88,180,174,Brazil,RB,80,62,70,73,74,76,17,15000
13943,E. Tapsoba,21,Bayer 04 Leverkusen,78,88,193,172,Burkina Faso,CB,74,52,63,63,78,78,38,15500
14112,Bruno Guimarães,22,Olympique Lyonnais,78,87,183,172,Brazil,CM,69,64,77,78,74,73,52,15500
16008,Antony,20,Ajax,78,88,173,139,Brazil,CAM,90,70,71,84,36,62,15,17000
7,E. Belözoglu,38,Fenerbahçe SK,77,77,170,159,Turkey,CM,44,71,83,77,62,66,44,2800
90,A. Pirlo,38,New York City FC,77,77,178,150,Italy,CM,33,64,87,73,42,50,8,2200
172,K. Källström,34,Djurgårdens IF,77,77,185,183,Sweden,CM,36,70,82,72,63,73,10,4300
222,Fernando Torres,34,Sagan Tosu,77,77,185,174,Spain,ST,70,76,70,76,32,69,8,4700
283,W. Rooney,34,Derby County,77,77,175,183,England,CM,53,81,80,76,56,75,31,4300
296,R. Jarstein,35,Hertha BSC,77,77,190,190,Norway,GK,80,73,71,77,43,80,21,2400
373,M. Borriello,35,SPAL,77,77,185,187,Italy,ST,60,75,61,71,27,68,15,4100
406,Sergio García,35,RCD Espanyol,77,77,175,159,Spain,CF,68,76,76,79,36,62,20,4100
415,Robinho,34,Sivasspor,77,77,173,143,Brazil,CAM,73,68,73,84,26,45,20,4500
423,D. Baier,35,FC Augsburg,77,77,175,172,Germany,CDM,52,55,77,75,72,69,17,2800
440,E. Cambiasso,35,Olympiacos CFP,77,77,178,172,Argentina,CDM,55,71,73,71,74,70,2,2400
581,Iván Cuéllar,36,CD Leganés,77,77,188,168,Spain,GK,74,76,78,79,50,73,7,1500
599,Luisão,37,SL Benfica,77,77,196,201,Brazil,CB,29,50,55,51,80,73,9,600
648,A. Young,34,Inter,77,77,175,143,England,LM,69,67,74,77,74,68,79,4500
666,Hilton,42,Montpellier HSC,77,77,180,172,Brazil,CB,33,51,67,65,81,70,20,0
673,Y. Zhirkov,36,Russia,77,77,180,165,Russia,LB,75,70,75,77,74,70,0,0
690,R. Snodgrass,32,West Ham United,77,77,183,181,Scotland,RM,62,75,79,76,47,72,40,7000
731,R. Babel,33,Galatasaray SK,77,77,185,187,Netherlands,ST,81,79,71,79,40,74,65,5500
755,J. Farfán,34,Lokomotiv Moscow,77,77,178,185,Peru,RM,84,74,75,75,36,75,47,4500
786,L. Biglia,34,Fatih Karagümrük S.K.,77,77,178,139,Argentina,CDM,51,63,78,77,75,64,15,3400
796,A. Romao,36,En Avant de Guingamp,77,77,180,163,Togo,CDM,51,55,67,69,76,81,7,1900
829,Borja Valero,35,Fiorentina,77,77,175,161,Spain,CM,42,69,84,81,66,57,36,3900
873,J. Orozco,34,Club Tijuana,77,77,183,179,Mexico,GK,76,72,84,76,59,77,17,3900
919,G. Cahill,34,Crystal Palace,77,77,193,194,England,CB,37,58,51,57,79,76,48,3300
1033,A. Valencia,33,LDU Quito,77,77,180,183,Ecuador,RB,75,66,72,77,75,76,0.5,4000
1042,I. Abate,31,Milan,77,77,180,161,Italy,RWB,81,52,72,75,75,72,70,6000
1048,Ari,31,Lokomotiv Moscow,77,77,180,185,Brazil,ST,77,77,71,76,35,80,50,8000
1119,J. Cork,31,Burnley,77,77,183,165,England,CDM,47,60,73,69,76,79,48,6500
1146,J. dos Santos,30,LA Galaxy,77,77,173,161,Mexico,CM,71,66,79,77,70,70,10,8000
1182,Fábio Coentrão,30,Rio Ave FC,77,77,178,146,Portugal,LM,75,66,76,79,73,73,10,8500
1187,D. Sturridge,29,Trabzonspor,77,77,180,168,England,ST,73,78,68,76,23,59,36,9000
1192,Naldo,36,AS Monaco,77,77,198,194,Brazil,CB,50,65,62,60,79,69,20,1800
1275,H. Moreno,32,Mexico,77,77,183,176,Mexico,CB,59,49,64,62,79,71,0,0
1307,C. Bravo,37,Real Betis,77,77,183,176,Chile,GK,77,76,84,77,56,75,12,900
1363,Matheus,37,Shijiazhuang Ever Bright F.C.,77,77,175,150,Brazil,LW,87,75,64,79,36,65,9,3000
1411,R. Gurtner,33,Amiens SC,77,77,183,181,France,GK,77,75,75,78,43,77,6,4800
1456,S. Tasci,31,Medipol Basaksehir FK,77,77,185,179,Germany,CB,66,41,64,65,76,69,20,6000
1507,Miguel Veloso,34,Hellas Verona,77,77,180,174,Portugal,CM,48,70,82,75,66,69,28,4300
1527,J. Hernández,32,LA Galaxy,77,77,175,161,Mexico,ST,70,77,64,76,31,61,11,7000
1544,R. Vormer,32,Club Brugge KV,77,77,178,174,Netherlands,CM,59,74,79,70,75,79,26,6500
1592,A. Taarabt,31,SL Benfica,77,77,185,165,Morocco,CAM,68,69,78,84,60,70,15,7500
1610,R. Fährmann,31,FC Schalke 04,77,77,198,216,Germany,GK,79,78,44,78,43,77,21,5500
1612,D. Da Silva,32,Stade Rennais FC,77,77,183,183,France,CB,53,37,57,54,79,75,40,5500
1617,F. Fazio,33,Roma,77,77,196,187,Argentina,CB,33,40,53,51,81,75,0.5,4200
1659,A. Lallana,32,Brighton & Hove Albion,77,77,178,161,England,CAM,66,71,78,81,62,63,54,6500
1708,S. Jovetic,30,AS Monaco,77,77,183,174,Montenegro,CF,66,78,76,79,35,60,51,8500
1774,R. Rosales,31,CD Leganés,77,77,175,161,Venezuela,RWB,69,64,70,74,76,67,14,6500
1777,M. Gradel,32,Sivasspor,77,77,178,154,Ivory Coast,LW,77,75,71,79,42,62,22,7000
1827,F. Delph,30,Everton,77,77,175,172,England,CDM,66,68,74,76,73,71,64,7500
1885,A. Ogbonna,32,West Ham United,77,77,190,190,Italy,CB,53,39,58,60,79,74,37,5500
1917,S. Wagner,31,Tianjin TEDA FC,77,77,193,203,Germany,ST,57,77,54,63,39,83,19,8000
1945,C. Basham,31,Sheffield United,77,77,190,176,England,CB,64,43,61,63,79,79,33,6500
1976,R. Alessandrini,31,Qingdao Huanghai F.C.,77,77,173,154,France,RM,84,76,73,78,48,66,18,8000
1986,L. Montes,34,Club León,77,77,165,150,Mexico,CM,62,74,76,79,59,69,26,4300
2012,Mariano,33,Galatasaray SK,77,77,178,152,Brazil,RB,80,64,75,75,70,76,54,4000
2026,Mikel San José,31,Birmingham City,77,77,188,174,Spain,CM,41,70,69,65,78,81,20,7500
2031,O. Ighalo,31,Manchester United,77,77,183,161,Nigeria,ST,73,78,65,76,42,78,100,8000
2041,J. King,28,Bournemouth,77,77,183,181,Norway,CF,87,77,68,78,38,76,19,9000
2043,N. Kalinic,32,Atlético Madrid,77,77,188,174,Croatia,ST,63,76,64,73,42,69,51,7000
2056,O. Norwood,29,Sheffield United,77,77,175,152,Northern Ireland,CM,56,68,80,69,72,65,38,8500
2064,P. van Aanholt,29,Crystal Palace,77,77,175,148,Netherlands,LB,86,68,71,76,71,71,50,7500
2069,E. Hernández,32,Cruz Azul,77,77,170,154,Mexico,RM,73,75,75,79,46,60,58,7000
2080,M. Ritchie,30,Newcastle United,77,77,173,168,Scotland,RM,71,74,77,76,66,69,40,8500
2123,Montoro,32,Granada CF,77,77,180,159,Spain,CDM,44,64,73,70,74,70,25,6000
2131,C. Kouyaté,30,Crystal Palace,77,77,188,183,Senegal,CB,67,65,62,69,78,86,48,7500
2140,A. Barnes,30,Burnley,77,77,185,185,England,ST,61,78,68,74,47,80,56,8500
2194,Douglas,36,Vitória Guimarães,77,77,188,192,Brazil,GK,77,75,71,76,37,76,6,1500
2196,Rafael Tolói,29,Atalanta,77,77,185,165,Brazil,CB,63,47,58,62,81,68,47,7500
2226,Alan Carvalho,30,Beijing Sinobo Guoan FC,77,77,183,159,China PR,ST,83,75,68,82,33,71,23,8500
2235,Rochina,29,Levante UD,77,77,183,168,Spain,CAM,70,77,77,81,54,69,26,8500
2368,J. Shelvey,28,Newcastle United,77,77,183,176,England,CM,58,73,79,73,62,75,42,9000
2373,J. Fleck,28,Sheffield United,77,77,170,159,Scotland,CM,71,71,78,77,70,75,38,9000
2387,S. Rondón,30,Venezuela,77,77,185,187,Venezuela,ST,69,76,66,71,32,81,21,8500
