,Name,Age,Club,OVA,POT,Height,Weight,Nationality,BP,PAC,SHO,PAS,DRI,DEF,PHY,Wage,Value
13850,S. Yatéké,19,FK Austria Wien,63,74,183,176,Central African Republic,ST,82,57,51,62,21,64,2,625
13852,A. Schäfer,21,Hungary,63,78,180,154,Hungary,RM,75,50,58,62,53,47,0,0
13875,O. Fernandez,21,New York Red Bulls,63,75,175,154,United States,RM,75,52,59,65,44,59,1,650
13905,C. Sertel,20,Medipol Basaksehir FK,63,76,188,183,Turkey,CB,66,31,47,57,63,65,5,650
13911,Y. Delfi,19,Sporting de Charleroi,63,76,185,165,Iran,RM,72,62,58,68,33,62,2,700
13927,S. Keita,19,KAS Eupen,63,77,173,148,Mali,CAM,74,56,59,67,24,49,2,800
13987,Altube,20,Real Madrid,63,80,188,192,Spain,GK,63,58,63,65,16,59,11,675
13992,S. Naruse B,19,Nagoya Grampus,63,75,165,139,Japan,RB,70,39,50,66,59,57,0.75,575
14042,L. Leroy,20,La Berrichonne de Châteauroux,63,78,185,181,France,CM,63,53,64,63,55,67,1,800
14049,H. Kvaracheliya,17,Lokomotiv Moscow,63,74,183,154,Georgia,LM,63,55,57,67,39,68,0.5,550
14065,D. Politic,20,Bolton Wanderers,63,78,178,170,Romania,RM,79,59,56,67,30,62,3,800
14067,J. Araujo,18,LA Galaxy,63,80,175,154,United States,RB,75,31,54,64,59,56,0.5,700
14074,T. Raschl,20,Borussia Dortmund,63,78,178,165,Germany,CDM,64,44,61,66,56,62,6,775
14077,André Almeida,20,Vitória Guimarães,63,75,175,154,Portugal,CAM,61,56,60,68,53,57,2,650
14085,V. Gembalies,20,MSV Duisburg,63,72,185,192,Germany,CB,64,27,38,46,62,76,0.55,525
14087,L. Ghezali,19,AS Saint-Étienne,63,78,175,132,France,RM,74,58,55,68,30,52,4,800
14122,M. Akçay,22,MKE Ankaragücü,63,73,183,174,Turkey,ST,68,64,50,64,19,56,5,600
14156,M. Leca,28,FC Arge<U+0219>,63,64,193,183,Romania,CB,44,38,42,42,60,74,2,350
14179,G. Ganea,21,FC Viitorul,63,74,178,159,Romania,ST,74,60,57,63,35,67,2,650
14182,A. Gómez,18,Boavista FC,63,81,183,159,Mexico,LB,67,34,47,60,61,60,0.55,700
14185,A. Jaziri,19,OGC Nice,63,73,173,161,Tunisia,LW,74,58,55,70,29,46,4,575
14188,Zubimendi,21,Real Sociedad,63,75,180,163,Spain,CM,61,54,62,60,51,57,4,650
14191,A. Ra<U+021B>iu,22,ADO Den Haag,63,73,183,159,Romania,RB,67,50,59,66,59,59,2,525
14193,D. Bettella,20,AC Monza,63,80,185,165,Italy,CB,51,26,38,47,65,58,0.75,750
14199,Song Min Kyu,20,Pohang Steelers,63,78,178,159,Korea Republic,RM,77,56,54,63,22,59,1,800
14202,M. Minchev,19,Sparta Praha,63,76,183,172,Bulgaria,CAM,79,62,54,63,24,57,0.5,700
14206,I. Gaponov,22,Spartak Moscow,63,72,185,165,Russia,CB,64,28,38,40,66,64,8,525
14234,D. Hanslik,23,Holstein Kiel,63,71,185,179,Germany,ST,70,64,53,61,25,67,4,550
14245,Chico Banza,19,Clube Sport Marítimo,63,73,183,159,Angola,ST,76,63,51,62,22,50,2,575
14264,B. Benkhedim,19,AS Saint-Étienne,63,80,173,150,France,CAM,71,60,61,68,41,44,3,800
14273,C. Niasse,20,LOSC Lille,63,79,188,181,Senegal,CDM,55,44,56,60,62,65,4,775
14284,Paulino,23,UD Logroñés,63,72,180,165,Spain,CAM,66,55,62,67,32,46,2,575
14327,F. Cardozo,18,Boavista FC,63,72,170,159,Paraguay,RM,70,52,54,70,25,58,0.65,525
14331,N. Guinness-Walker,20,AFC Wimbledon,63,76,180,154,England,LWB,83,31,52,60,58,58,1,650
14334,M. Diarra,19,Toulouse Football Club,63,77,183,152,France,LB,68,31,46,58,61,63,0.8,725
14338,A. Trubin,18,Shakhtar Donetsk,63,80,198,201,Ukraine,GK,55,67,57,63,29,69,0.5,625
14350,S. Santin,26,FC Vaduz,63,65,180,159,Austria,RWB,69,54,57,62,56,66,2,400
14354,A. Chicaiza,28,Universidad Católica del Ecuador,63,63,175,172,Ecuador,RM,71,62,66,70,41,59,0.5,375
14363,L. Greiml,18,SK Rapid Wien,63,77,185,159,Austria,CB,53,30,46,42,63,68,2,700
14394,M. Ugurlu,31,Gazisehir Gaziantep F.K.,63,63,178,163,Turkey,LB,75,35,52,65,59,57,3,275
14401,N. Baggerman,21,RKC Waalwijk,63,69,175,157,Netherlands,CDM,65,52,56,60,61,65,1,475
14429,José Gragera,20,Real Sporting de Gijón,63,77,185,172,Spain,CM,62,48,64,64,58,66,2,800
14432,S. Conteh,23,1. FC Magdeburg,63,68,178,159,Germany,RW,93,56,50,68,37,60,1,500
14449,M. Neicu<U+021B>escu,21,Chindia Târgoviste,63,74,180,170,Romania,ST,78,58,56,61,26,61,1,625
14458,K. Koscielny,28,Stal Mielec,63,64,185,183,Poland,CB,55,23,33,35,63,72,1,350
14493,E. Simms,19,Everton,63,81,183,161,England,ST,75,64,50,60,25,59,9,800
14510,A. Cordea,21,Academica Clinceni,63,74,175,157,Romania,RM,75,52,58,62,33,56,1,625
14513,M. Balda,28,Santos Laguna,63,63,173,148,Ecuador,ST,78,71,62,69,44,44,5,375
14517,V. Ozornwafor,21,Galatasaray SK,63,77,196,187,Nigeria,CB,62,36,39,37,64,68,7,750
14551,W. Coulibaly,21,Le Havre AC,63,76,188,185,France,LB,70,35,51,58,60,69,1,650
14576,P. Keny,21,La Berrichonne de Châteauroux,63,74,185,176,Senegal,ST,72,62,54,64,29,70,1,625
14584,L. Kwadwo,23,FC Würzburger Kickers,63,69,188,172,Germany,CB,64,30,52,56,61,71,3,450
14592,A. Schmidt,22,SKN St. Pölten,63,70,193,194,Austria,ST,54,62,43,60,27,77,3,525
14598,J. Dhillon,25,Seattle Sounders FC,63,68,193,185,United States,ST,71,62,43,62,20,63,2,500
14603,L. Scepanik,26,MSV Duisburg,63,64,175,154,Germany,LM,71,59,60,64,47,60,0.85,425
14611,V. Stojanovski,23,FC Chambly Oise,63,69,185,165,North Macedonia,ST,61,66,45,61,24,53,1,525
14622,C. Kinsombi,20,KFC Uerdingen 05,63,74,178,154,Germany,LM,82,42,58,65,30,58,2,625
14626,B. Bida,19,Jagiellonia Bialystok,63,79,175,146,Poland,RW,84,57,54,65,21,50,1,800
14650,L. Daneels,22,RKC Waalwijk,63,72,173,163,Belgium,RM,74,57,58,67,27,57,2,575
14652,D. Huiberts,20,PEC Zwolle,63,77,178,143,Netherlands,CAM,73,49,59,71,56,55,2,800
14660,A. Szoke,22,Heracles Almelo,63,73,185,159,Hungary,ST,72,61,58,61,40,60,2,600
14661,Jeremy,20,CD Tenerife,63,77,175,161,Spain,LB,76,46,51,60,59,62,2,750
14696,Rui Pires,22,ESTAC Troyes,63,74,183,157,Portugal,CDM,65,47,61,64,61,70,2,625
14705,D. Fernández,19,Vélez Sarsfield,63,75,180,163,Argentina,CB,70,30,44,53,62,71,2,600
14808,Beto,22,Portimonense SC,63,70,193,194,Portugal,ST,54,64,46,57,21,73,2,525
14816,A. Stahl,21,Astra Giurgiu,63,76,180,152,Romania,RM,78,55,58,64,40,61,2,700
14818,P. Yade,20,FC Metz,63,78,185,168,Senegal,ST,79,62,55,66,28,59,3,800
14842,V. Postolachi,20,Royal Excel Mouscron,63,74,188,176,France,ST,49,65,48,59,31,70,2,650
14846,A. Colpani,21,AC Monza,63,77,183,165,Italy,CAM,68,54,63,67,54,55,0.85,800
14847,Luquinhas,19,Portimonense SC,63,71,168,143,Brazil,RM,75,54,61,71,31,43,1,525
14850,João Gonçalves,19,Boavista FC,63,73,188,161,Portugal,GK,62,64,57,56,29,67,0.65,450
14855,H. Bockhorn,25,VfL Bochum 1848,63,67,178,168,Uganda,RWB,76,54,53,62,57,64,3,425
14863,K. Koindredi,18,Valencia CF,63,80,183,170,France,CAM,68,68,63,65,43,65,2,750
14865,Fabiano Alves,25,FC St. Gallen,63,69,183,187,Brazil,CB,63,46,54,51,62,80,3,450
14866,B. Fazliji,21,FC St. Gallen,63,76,185,174,Switzerland,CB,57,37,54,58,61,73,2,650
14868,M. Mbaye,22,FC Porto,63,75,193,172,Senegal,GK,67,58,56,68,22,55,2,525
14870,N. Colombo,21,Estudiantes de La Plata,63,77,183,172,Argentina,CB,60,39,47,46,63,66,2,750
14893,C. Brym,21,Royal Excel Mouscron,63,72,180,161,Canada,ST,56,64,46,61,23,65,2,575
14901,B. Hurtado,21,AC Mineros de Guayana,63,78,183,157,Venezuela,LW,80,51,47,70,25,52,0.5,800
14903,Berto Hórreo,20,Real Oviedo,63,77,190,179,Spain,GK,62,64,59,63,33,61,1,675
14911,Dani Fernández,22,CF Fuenlabrada,63,70,175,141,Spain,RB,55,34,53,61,63,58,1,450
14932,H. Vandermersch,21,Stade Malherbe Caen,63,73,180,159,France,LB,70,28,52,59,61,61,1,550
14940,A. Stanilewicz,20,SV Darmstadt 98,63,79,180,154,Poland,CM,63,48,62,67,51,54,3,800
14942,E. Bolaños,21,SD Ponferradina,63,73,183,161,Colombia,ST,71,62,51,61,23,56,2,600
14943,R. Yilmaz,19,Besiktas JK,63,79,175,148,Turkey,LWB,65,45,54,63,61,56,5,725
14973,Breno,20,Boavista FC,63,72,178,148,Portugal,LB,70,32,47,60,60,59,1,525
14990,A. Candela,19,Trapani,63,79,185,174,Italy,RB,86,47,54,63,59,65,0.5,725
15006,M. Bahlouli,20,Sampdoria,63,78,173,159,France,CAM,67,62,60,69,31,42,3,800
15018,Marcinho,25,Chongqing Dangdai Lifan FC SWM Team,63,66,173,146,Brazil,ST,74,62,52,66,30,52,3,475
15056,A. Rouault,19,Toulouse Football Club,63,76,188,168,France,CB,61,30,48,46,63,63,0.8,650
15085,P. Mukairu,20,Antalyaspor,63,78,183,159,Nigeria,ST,86,64,52,66,29,47,3,825
15093,I. Lihadji,18,LOSC Lille,63,75,178,154,France,CAM,75,57,57,70,23,39,3,600
15096,Sergio Lozano,21,FC Cartagena,63,73,175,154,Spain,CM,62,51,62,68,54,48,2,600
15118,A. Kizildag,21,Gençlerbirligi SK,63,75,188,170,Turkey,CB,65,37,46,51,65,63,2,600
15132,L. Štor,21,SG Dynamo Dresden,63,73,178,165,Slovenia,CAM,79,60,54,67,30,61,2,600
15139,João Pedro,23,FC Paços de Ferreira,63,72,185,172,Portugal,ST,72,62,52,61,19,60,2,575
15161,Alberto,19,CF Fuenlabrada,63,73,165,130,Spain,CAM,81,45,62,65,20,45,1,575
15178,R. Postema,18,FC Groningen,63,79,175,165,Netherlands,ST,68,66,46,59,28,54,1,775
15197,Ramón Enríquez,19,Málaga CF,63,76,173,150,Spain,RM,71,58,65,65,46,59,1,675
15207,G. Del Castillo,29,Estudiantes de Mérida,63,63,188,179,Venezuela,CB,58,25,45,57,63,66,0.5,300
15209,R. Rivas,20,Estudiantes de Mérida,63,74,183,163,Venezuela,RM,76,45,59,63,57,53,0.5,575
15212,J. Manríquez,33,Estudiantes de Mérida,63,63,180,176,Venezuela,RB,84,29,51,59,55,71,0.5,170
15217,V. Karpov,17,PFC CSKA Moscow,63,78,190,161,Russia,CDM,64,31,54,55,65,62,0.5,675
15240,L. Rodríguez,29,Estudiantes de Mérida,63,63,173,152,Mexico,ST,60,67,44,65,19,57,0.5,375
15266,M. Freites,21,Godoy Cruz,63,75,175,165,Argentina,RM,71,55,59,62,48,59,2,650
15283,A. Szalai,22,Hungary,63,76,193,183,Hungary,CB,62,29,51,31,63,67,0,0
15291,Jefferson Encada,21,Vitória Guimarães,63,71,188,161,Guinea Bissau,RM,83,53,57,64,30,62,2,550
15384,G. Merloi,20,Astra Giurgiu,63,77,170,148,Romania,LM,75,59,58,65,30,50,2,800
15398,P. Bonet,17,Stade Rennais FC,63,76,193,207,DR Congo,GK,65,60,58,61,17,64,0.5,500
15407,D. Angles,24,Deportivo Binacional,63,67,170,146,Peru,RB,60,34,51,51,59,52,0.5,425
15426,D. Osio,23,Caracas FC,63,70,193,174,Venezuela,CB,57,30,43,45,62,69,0.5,475
15433,Gabriel Marques,32,Barcelona Sporting Club,63,63,183,174,Brazil,CDM,53,42,51,51,60,70,0.5,240
15436,L. Villar,20,Sport Huancayo,63,80,175,152,Peru,CDM,65,57,60,59,62,67,0.5,775
15437,A. Ojeda,27,Deportivo Binacional,63,64,175,161,Peru,CDM,50,39,58,59,59,65,0.5,375
15452,C. Noß,18,Borussia Mönchengladbach,63,80,175,154,Republic of Ireland,CAM,72,53,58,72,31,46,2,750
15467,Valín,19,Deportivo de La Coruña,63,76,178,152,Spain,RB,69,33,48,57,61,50,1,625
15472,R. Villanueva,27,Caracas FC,63,63,178,170,Venezuela,CB,40,28,42,46,62,70,0.5,325
15493,J. Torres,27,Aragua FC,63,63,170,152,Venezuela,RM,79,59,60,62,32,60,0.5,375
15504,S. Omossola,22,Cameroon,63,69,185,165,Cameroon,GK,65,58,59,67,30,59,0,0
15534,E. Redín,25,Club Plaza Colonia,63,66,183,172,Uruguay,CM,61,52,53,66,53,73,0.5,450
15543,C. Menacho,20,Club Blooming,63,73,178,154,Bolivia,RM,70,48,57,65,33,61,0.5,600
15555,C. Dekuyper,20,KSV Cercle Brugge,63,74,180,150,Belgium,CDM,66,40,57,61,62,62,2,600
15581,P. Reyna,18,Melgar FBC,63,72,180,154,Peru,LB,71,38,53,54,56,64,0.5,475
15587,Anderson Oliveira,21,Portimonense SC,63,74,170,141,Brazil,RM,72,58,52,71,29,41,2,625
15590,H. Matamoros,35,El Nacional,63,63,170,143,Ecuador,CAM,69,59,57,63,34,44,0.5,160
15594,T. Becker,23,FC Schalke 04,63,70,185,179,Germany,CB,63,39,50,49,63,68,4,475
15613,Z. Görgen,20,Çaykur Rizespor,63,76,188,174,Turkey,GK,66,60,60,69,25,64,2,575
15616,Dani Martín,23,UD Las Palmas,63,71,175,143,Spain,LB,79,48,52,60,59,52,2,475
15618,Francés,17,Real Zaragoza,63,81,180,159,Spain,RB,58,33,50,56,62,58,0.5,675
15633,E. Ferreira,32,Sol de América,63,63,175,170,Paraguay,CDM,59,41,55,58,62,70,0.5,240
15650,K. Arias,22,El Nacional,63,70,175,157,Ecuador,CM,56,60,56,64,59,67,0.5,500
15667,Iñaki Álvarez,23,CA Osasuna,63,73,183,168,Spain,GK,63,67,61,65,25,64,4,475
15668,P. Gueye,20,KV Kortrijk,63,74,188,165,Senegal,ST,74,63,52,68,20,65,3,650
15703,J. Piquerez,21,Peñarol,63,75,183,179,Uruguay,LM,69,54,58,63,38,62,0.5,650
15716,D. Vicente,21,River Plate Montevideo,63,71,185,170,Uruguay,CAM,68,54,58,63,37,61,0.5,550
15720,J. Fernández,21,SC Heerenveen,63,70,183,168,Uruguay,CB,59,28,40,46,62,67,1,475
15729,E. Colley,20,Hellas Verona,63,74,183,165,Gambia,ST,69,66,46,63,21,50,4,650
15743,E. Zaracho,30,Nacional Asunción,63,63,178,165,Paraguay,CM,60,54,65,60,48,61,0.5,350
15746,V. Dávalos,29,Club Guaraní,63,63,175,161,Paraguay,RB,69,44,56,58,60,58,0.5,300
15750,S. Hansen,17,Ajax,63,84,175,152,Netherlands,RW,83,61,54,68,28,52,0.85,800
15775,N. Meister,20,SKN St. Pölten,63,73,165,139,Austria,CAM,73,60,61,66,28,40,2,600
15811,S. Rivadeneyra,25,Alianza Lima,63,66,190,190,Peru,GK,63,60,63,61,25,62,0.5,350
15830,B. Hernández,21,Delfín SC,63,70,175,159,Ecuador,RB,80,28,47,56,60,59,0.5,475
15835,L. Torres,22,Patronato,63,70,180,154,Argentina,CM,66,48,61,59,54,63,3,500
15842,D. Dike,20,Orlando City SC,63,77,188,220,United States,ST,70,61,43,50,19,78,2,825
15845,M. Abeijón,20,Liverpool Fútbol Club,63,72,175,159,Uruguay,ST,68,63,44,61,22,54,0.5,575
15864,D. Tijanic,22,Raków Czestochowa,63,70,175,148,Slovenia,CAM,69,61,60,65,54,67,1,525
15895,J. Gutiérrez,28,Oriente Petrolero,63,63,170,139,Peru,CAM,61,60,57,69,38,61,0.5,375
15909,A. Slimane,19,Brøndby IF,63,79,188,176,Denmark,CAM,63,53,61,67,52,70,2,775
15923,N. Kuveljic,23,Wisla Kraków,63,71,193,187,Serbia,CDM,65,48,53,56,60,72,1,500
15942,G. Firpo,31,Liverpool Fútbol Club,63,63,185,181,Uruguay,CDM,54,34,54,55,59,66,0.5,275
15954,M. Pérez,20,Club Atlético Lanús,63,72,183,165,Argentina,CB,59,35,43,42,63,67,3,525
15962,R. Villagra,19,Rosario Central,63,79,178,168,Argentina,CDM,66,47,60,63,58,63,2,750
15998,J. Franco,28,Nacional Asunción,63,63,175,159,Paraguay,RB,65,31,49,55,59,56,0.5,325
16005,A. Kralj,22,Sandefjord Fotball,63,69,165,132,Sweden,LB,73,34,49,61,57,50,0.75,450
16010,M. Ali,19,Portimonense SC,63,80,183,172,Iraq,ST,73,61,51,66,17,63,1,800
16041,K. Saito,23,Yokohama FC,63,69,170,134,Japan,CAM,69,60,60,68,42,42,1,500
16061,Leonai,25,Club Plaza Colonia,63,68,175,163,Brazil,CDM,65,55,57,60,61,67,0.5,450
16083,N. Sosa,24,Club León,63,68,178,146,Uruguay,ST,55,67,45,61,25,49,5,500
16105,F. Lando,21,Independiente,63,75,175,161,Argentina,RB,73,47,53,59,59,58,3,600
16113,Carlos Martínez,21,Girona FC,63,72,180,165,Spain,ST,59,65,46,60,20,50,2,575
16120,F. Díaz,17,Liverpool Fútbol Club,63,77,175,143,Uruguay,CDM,58,37,54,53,62,64,0.5,675
16155,M. Enrique,20,Vélez Sarsfield,63,75,178,168,Argentina,CM,73,54,61,63,57,68,2,625
16168,Pedro Amador,21,Moreirense FC,63,73,180,154,Portugal,LB,69,43,59,61,58,58,2,550
16176,M. Karamoko,20,LASK Linz,63,77,188,179,France,ST,67,65,49,58,28,66,5,825
16180,Guille Rosas,20,Real Sporting de Gijón,63,75,175,143,Spain,RB,69,34,47,56,60,55,2,600
16183,O. Mora,21,Alianza Lima,63,76,173,139,Peru,RM,72,57,53,69,28,52,0.5,700
16191,L. Samardžic,18,RB Leipzig,63,80,183,174,Germany,CAM,63,61,59,71,29,50,3,750
16215,T. Haas,22,Türkgücü München,63,68,178,168,Germany,RB,67,31,53,61,60,61,0.95,425
16239,P. Abraham,17,AIK,63,79,175,152,Sweden,CAM,80,61,53,66,26,45,0.5,725
16245,G. Ludwigson,26,Hammarby IF,63,66,183,165,Sweden,ST,72,62,53,62,27,67,2,475
16247,B. Karagaren,27,Bulgaria,63,63,183,143,Bulgaria,RM,75,63,58,62,35,53,0,0
16284,T. Borges,21,Oud-Heverlee Leuven,63,72,170,146,Canada,CAM,73,66,59,71,41,51,2,575
16296,A. Bajic,24,SV Ried,63,66,183,154,Austria,CM,67,59,62,61,58,64,2,475
16312,J. Justvan,22,SC Paderborn 07,63,70,178,143,Germany,CAM,74,50,63,64,38,49,4,525
16322,J. Elvedi,23,SSV Jahn Regensburg,63,70,185,168,Switzerland,CB,66,34,56,56,61,71,2,475
16323,L. Appéré,21,Dundee United,63,72,185,157,Scotland,RM,73,62,58,63,43,61,2,575
16329,J. Krasso,22,AS Saint-Étienne,63,71,188,198,France,ST,66,63,59,63,19,59,6,550
16332,K. Kurt,18,Borussia Mönchengladbach,63,79,173,150,Germany,RB,70,45,58,67,60,50,2,700
16335,L. Netz,17,Hertha BSC,63,86,188,163,Germany,LB,69,36,44,59,62,61,0.5,750
16361,Javi Cueto,19,Real Oviedo,63,81,183,165,Spain,ST,67,63,49,62,25,62,2,800
16364,Gaspar Campos,20,Real Sporting de Gijón,63,78,175,161,Spain,RM,77,60,59,66,31,63,2,800
16371,Baena,19,Real Betis,63,77,173,150,Spain,RM,79,53,60,64,27,59,3,800
16384,S. Rooney,23,St. Johnstone FC,63,70,190,170,Scotland,CB,69,39,54,58,60,73,1,450
16408,K. de la Fuente,18,FC Barcelona,63,79,170,139,United States,RM,77,58,53,68,18,50,10,750
16435,J. Kadile,17,Stade Rennais FC,63,80,178,165,France,ST,79,63,52,67,22,52,2,725
16442,Fran González,21,RCD Mallorca,63,72,188,179,Spain,CB,52,26,45,45,62,75,1,525
16461,Lucas Felippe,20,Hellas Verona,63,74,178,154,Brazil,CAM,63,53,64,65,58,55,4,625
16478,S. Muratore,22,Juventus,63,71,185,163,Italy,CDM,61,50,62,59,61,58,0.5,525
16479,M. Kurt,24,SC Verl,63,68,180,168,Germany,CDM,66,44,57,58,59,66,0.5,450
16480,M. Thiel,25,VfB Lübeck,63,66,175,148,Germany,LM,75,51,57,69,27,54,0.95,475
16505,T. Pembélé,17,Paris Saint-Germain,63,83,183,159,France,RB,70,38,57,61,61,55,0.55,675
16507,J. Olschowsky,18,Borussia Mönchengladbach,63,81,180,161,Germany,GK,64,63,64,64,19,65,0.6,625
16518,João Mario,20,FC Porto,63,76,178,137,Portugal,ST,62,61,56,66,38,59,2,700
16535,A. Dedic,17,FC Red Bull Salzburg,63,82,180,148,Bosnia Herzegovina,RM,74,56,63,66,57,59,0.5,675
16543,L. Pirola,18,Inter,63,84,185,174,Italy,CB,62,41,47,51,63,66,4,775
16593,L. Brochero,21,Central Córdoba,63,74,173,154,Argentina,ST,81,65,52,69,31,48,2,625
16599,Alfredo,22,Levante UD,63,73,170,130,Spain,RM,77,57,58,64,25,42,4,600
16610,S. Mara,17,FC Girondins de Bordeaux,63,84,183,174,France,ST,71,63,47,60,25,60,1,825
16618,R. Janicki,23,Warta Poznan,63,69,170,137,Poland,CAM,63,58,60,66,30,44,1,500
16625,M. Roginic,24,Podbeskidzie Bielsko-Biala,63,68,188,176,Croatia,ST,67,61,42,59,20,67,1,500
16643,D. <U+0218>erbanica,24,FC Arge<U+0219>,63,70,180,172,Romania,LB,66,36,50,42,62,65,1,450
16645,A. Blejdea,24,FC Arge<U+0219>,63,69,183,165,Romania,RM,71,57,53,66,29,61,2,500
16656,E. Lira,20,U.N.A.M.,63,79,175,143,Mexico,CAM,75,55,60,63,54,55,2,800
16685,N. Seiwald,19,FC Red Bull Salzburg,63,77,178,154,Austria,CM,65,55,63,63,59,63,3,775
16687,P. Pokorný,18,SKN St. Pölten,63,78,183,168,Slovakia,CDM,65,39,59,61,59,67,0.65,725
16711,J. Elitim,21,SD Ponferradina,63,72,170,148,Colombia,CAM,75,57,60,67,28,56,2,575
16738,O. Rekik,18,Hertha BSC,63,85,185,176,Netherlands,CB,68,35,38,45,64,64,2,775
16741,G. Papanikolaou,21,Raków Czestochowa,63,75,183,161,Greece,CDM,74,47,62,65,58,74,1,650
16747,M. Canadi,22,SV Ried,63,70,185,168,Austria,CAM,72,55,62,63,36,60,2,525
16764,Jhonata Robert,20,Famalicão,63,74,178,157,Brazil,RM,74,55,57,68,27,50,2,625
16792,T. Machairas,20,AEK Athens,63,77,178,159,Greece,CAM,80,59,59,65,23,51,0.5,800
16797,Miguel Baeza,20,RC Celta,63,72,178,148,Spain,CAM,64,53,68,63,35,50,3,575
16829,A. Gülay,17,Alanyaspor,63,78,180,154,Turkey,LB,66,41,57,62,58,57,0.5,675
16848,A. Arli,17,Dijon FCO,63,81,175,154,Turkey,CAM,75,55,59,70,27,48,0.5,725
16860,E. Guessand,19,OGC Nice,63,77,185,174,France,ST,66,62,51,60,21,61,4,800
16866,B. Babati,24,Hungary,63,69,175,150,Hungary,LM,78,60,56,62,24,48,0,0
16871,Leo Román,20,RCD Mallorca,63,78,185,172,Spain,GK,64,62,66,63,50,60,1,675
16898,S. Elisor,20,AC Ajaccio,63,72,185,165,France,ST,71,62,52,59,32,61,1,575
16899,Diego Conde,21,CD Leganés,63,77,188,181,Spain,GK,58,56,61,67,42,65,1,675
16907,A. Azhil,19,RKC Waalwijk,63,74,170,154,Germany,CM,66,45,62,64,59,49,0.8,575
16911,S. Tedic,20,PEC Zwolle,63,76,190,179,Serbia,ST,64,63,47,58,25,69,2,725
16914,N. Banegas,23,Central Córdoba,63,70,175,176,Argentina,CB,68,37,52,54,62,66,2,450
16964,J. Boyamba,23,SV Waldhof Mannheim,63,68,173,150,Germany,LM,81,57,55,65,29,53,0.9,500
16994,T. Awudu,20,CF Fuenlabrada,63,75,175,152,Ghana,ST,72,64,56,63,25,50,2,675
17023,J. Gutiérrez,18,UD Almería,63,76,178,159,Uruguay,CAM,70,57,65,61,40,49,0.75,650
17038,T. Smola,31,Gaz Metan Medias,63,63,190,190,Czech Republic,ST,50,63,46,55,20,73,3,325
17048,Nathan,18,Boavista FC,63,77,183,157,Brazil,RB,74,39,56,65,58,54,0.55,700
17053,G. Bayrakdar,18,Antalyaspor,63,77,180,163,Turkey,LM,66,60,57,65,32,50,1,750
17067,Claudio Mendes,19,UD Las Palmas,63,76,188,172,Spain,LM,63,61,62,63,34,55,1,700
17077,Jofre Carreras,19,RCD Espanyol,63,79,180,154,Spain,RW,73,63,54,68,33,47,1,800
17080,I. Niskanen,22,FC Ingolstadt 04,63,72,178,172,Finland,LM,67,63,60,65,31,62,2,575
17109,I. Kébé,19,Girona FC,63,73,185,176,Mali,CB,65,46,55,57,60,74,1,525
17110,V. Radonja,18,AEK Athens,63,78,193,159,Bosnia Herzegovina,RB,76,33,52,55,59,63,0.5,700
17111,Pau Víctor,18,Girona FC,63,76,180,165,Spain,CAM,73,56,63,66,58,65,0.8,650
356,P. Gori,40,Benevento,62,62,188,183,Italy,GK,56,58,64,59,35,67,1,30
629,B. Rotenberg B,34,Lokomotiv Moscow,62,62,188,185,Finland,RB,68,38,52,50,63,62,7,110
662,V. Figueroa,36,SD Aucas,62,62,168,139,Argentina,LM,63,61,57,63,49,47,0.5,100
806,D. Delaney,36,Waterford FC,62,62,190,196,Republic of Ireland,CB,30,35,40,37,62,62,0.5,40
809,S. Wiseman B,33,Salford City,62,62,183,159,Gibraltar,RB,69,36,53,57,59,72,3,140
962,J. Lillis,33,Barrow,62,62,183,174,England,GK,63,62,61,63,44,57,2,160
976,Yang Sang Min,36,Suwon Samsung Bluewings,62,62,183,172,Korea Republic,CB,47,52,57,62,62,64,0.7,60
1128,P. Anderson,30,Northampton Town,62,62,175,143,England,CAM,69,56,60,63,57,65,4,275
1134,J. Grant,32,Swindon Town,62,62,180,154,Jamaica,RW,80,58,59,65,38,59,3,240
1229,S. Sinclair,32,Walsall,62,62,170,148,England,CDM,68,54,59,63,61,76,3,230
1236,M. Collins,30,Leyton Orient,62,62,183,163,England,CM,57,55,59,60,51,71,4,250
1251,T. Diagouraga,33,Morecambe,62,62,188,159,France,CDM,53,54,60,60,62,72,2,180
1301,L. Alessandra,31,Carlisle United,62,62,175,161,England,RM,75,59,56,66,30,64,3,275
1376,M. Palionis,33,SSV Jahn Regensburg,62,62,193,196,Lithuania,CB,30,33,45,39,63,68,2,140
1404,A. Rooney,31,Salford City,62,62,178,170,Republic of Ireland,ST,57,62,52,60,25,72,4,275
1424,N. Feldhahn,33,Bayern München II,62,62,190,187,Germany,CB,33,35,53,50,61,63,2,140
1431,R. Vincelot,34,Stevenage,62,62,178,157,France,CDM,46,44,57,55,60,72,2,120
1440,F. Morais,34,Crawley Town,62,62,175,183,Portugal,RM,65,57,62,63,48,61,2,150
1619,R. Reid,31,Cheltenham Town,62,62,183,170,England,ST,72,61,51,61,34,69,3,275
1643,R. Finn,32,Shamrock Rovers,62,62,185,157,Republic of Ireland,RWB,61,58,60,63,55,71,0.7,190
1749,Zhang Chong,32,Dalian YiFang FC,62,62,190,179,China PR,GK,62,61,64,60,54,61,2,180
1798,S. Lang,31,Servette FC,62,62,178,150,Switzerland,LM,70,57,59,63,42,54,3,275
1878,P. Amond,32,Newport County,62,62,178,174,Republic of Ireland,ST,65,62,49,58,37,65,3,240
